Index,Time,(Gimbal_Control).pitch_position_ref,(Gimbal_Control).present_mode,(Gimbal_Control).last_mode,(AutoAim_Control).armor_pitch,(MiniPC_Data).is_get_target,(AutoAim_Control).hit_mode
26687,26.687111,-6.15303183,0,0,-7.5999999,0,0
26688,26.688090,-6.15303183,0,0,-7.5999999,0,0
26689,26.689106,-6.15303183,0,0,-7.5999999,0,0
26690,26.690093,-6.15303183,0,0,-7.5999999,0,0
26691,26.691109,-6.15303183,0,0,-7.5999999,0,0
26692,26.692096,-6.15303183,0,0,-7.5999999,0,0
26693,26.693116,-6.15303183,0,0,-7.5999999,0,0
26694,26.694111,-6.15303183,0,0,-7.5999999,0,0
26695,26.695103,-6.15303183,0,0,-7.5999999,0,0
26696,26.696091,-6.15303183,0,0,-7.5999999,0,0
26697,26.697110,-6.15303183,0,0,-7.5999999,0,0
26698,26.698089,-6.15303183,0,0,-7.5999999,0,0
26699,26.699106,-6.15303183,0,0,-7.5999999,0,0
26700,26.700093,-6.15303183,0,0,-7.5999999,0,0
26701,26.701110,-6.15303183,0,0,-7.5999999,0,0
26702,26.702097,-6.15303183,0,0,-7.5999999,0,0
26703,26.703105,-6.15303183,0,0,-7.5999999,0,0
26704,26.704109,-6.15303183,0,0,-7.5999999,0,0
26705,26.705110,-6.15303183,0,0,-7.5999999,1,0
26706,26.706089,-6.15303183,0,0,-7.5999999,1,0
26707,26.707109,-6.15303183,0,0,-7.5999999,1,0
26708,26.708096,-6.15303183,0,0,-7.5999999,1,0
26709,26.709105,-6.15303183,0,0,-7.5999999,1,0
26710,26.710092,-6.15303183,0,0,-7.5999999,1,0
26711,26.711109,-6.15303183,0,0,-7.5999999,1,0
26712,26.712096,-6.15303183,0,0,-7.5999999,1,0
26713,26.713104,-6.15303183,0,0,-7.5999999,1,0
26714,26.714136,-6.15303183,0,0,-7.5999999,0,0
26715,26.715105,-6.15303183,0,0,-7.5999999,0,0
26716,26.716093,-6.15303183,0,0,-7.5999999,0,0
26717,26.717112,-6.15303183,0,0,-7.5999999,0,0
26718,26.718092,-6.15303183,0,0,-7.5999999,0,0
26719,26.719108,-6.15303183,0,0,-7.5999999,0,0
26720,26.720095,-6.15303183,0,0,-7.5999999,0,0
26721,26.721104,-6.15303183,0,0,-7.5999999,0,0
26722,26.722091,-6.15303183,0,0,-7.5999999,0,0
26723,26.723106,-6.15303183,0,0,-7.5999999,0,0
26724,26.724092,-6.15303183,0,0,-7.5999999,0,0
26725,26.725111,-6.15303183,0,0,-7.5999999,1,0
26726,26.726103,-6.15303183,0,0,-7.5999999,1,0
26727,26.727094,-6.15303183,0,0,-7.5999999,1,0
26728,26.728109,-6.15303183,0,0,-7.5999999,1,0
26729,26.729096,-6.15303183,0,0,-7.5999999,1,0
26730,26.730104,-6.15303183,0,0,-7.5999999,1,0
26731,26.731091,-6.15303183,0,0,-7.5999999,1,0
26732,26.732106,-6.15303183,0,0,-7.5999999,1,0
26733,26.733094,-6.15303183,0,0,-7.5999999,1,0
26734,26.734108,-6.15303183,0,0,-7.5999999,1,0
26735,26.735108,-6.15303183,0,0,-7.5999999,0,0
26736,26.736106,-6.15303183,0,0,-7.5999999,0,0
26737,26.737109,-6.15303183,0,0,-7.5999999,0,0
26738,26.738096,-6.15303183,0,0,-7.5999999,0,0
26739,26.739103,-6.15303183,0,0,-7.5999999,0,0
26740,26.740090,-6.15303183,0,0,-7.5999999,0,0
26741,26.741106,-6.15303183,0,0,-7.5999999,0,0
26742,26.742093,-6.15303183,0,0,-7.5999999,0,0
26743,26.743108,-6.15303183,0,0,-7.5999999,0,0
26744,26.744095,-6.15303183,0,0,-7.5999999,0,0
26745,26.745103,-6.15303183,0,0,-7.5999999,1,0
26746,26.746151,-6.15303183,0,0,-7.5999999,1,0
26747,26.747096,-6.15303183,0,0,-7.5999999,1,0
26748,26.748104,-6.15303183,0,0,-7.5999999,1,0
26749,26.749092,-6.15303183,0,0,-7.5999999,1,0
26750,26.750107,-6.15303183,0,0,-7.5999999,1,0
26751,26.751094,-6.15303183,0,0,-7.5999999,1,0
26752,26.752110,-6.15303183,0,0,-7.5999999,1,0
26753,26.753097,-6.15303183,0,0,-7.5999999,1,0
26754,26.754105,-6.15303183,0,0,-7.5999999,1,0
26755,26.755092,-6.15303183,0,0,-7.5999999,1,0
26756,26.756107,-6.15303183,0,0,-7.5999999,1,0
26757,26.757098,-6.15303183,0,0,-7.5999999,1,0
26758,26.758192,-6.15303183,0,0,-7.5999999,1,0
26759,26.759004,-6.15303183,0,0,-7.5999999,1,0
26760,26.760108,-6.15303183,0,0,-7.5999999,1,0
26761,26.761095,-6.15303183,0,0,-7.5999999,1,0
26762,26.762103,-6.15303183,0,0,-7.5999999,1,0
26763,26.763091,-6.15303183,0,0,-7.5999999,1,0
26764,26.764107,-6.15303183,0,0,-7.5999999,1,0
26765,26.765094,-6.15303183,0,0,-7.5999999,1,0
26766,26.766103,-6.15303183,0,0,-7.5999999,1,0
26767,26.767093,-6.15303183,0,0,-7.5999999,1,0
26768,26.768110,-6.15303183,0,0,-7.5999999,1,0
26769,26.769097,-6.15303183,0,0,-7.5999999,1,0
26770,26.770111,-6.15303183,1,0,-7.5999999,1,0
26771,26.771103,-6.15303183,1,1,-7.5999999,1,0
26772,26.772091,-6.15303183,1,1,-7.5999999,1,0
26773,26.773107,-6.15303183,1,1,-7.5999999,1,0
26774,26.774095,-6.15303183,1,1,-7.5999999,1,0
26775,26.775103,-6.15303183,1,1,-7.5999999,1,0
26776,26.776090,-7.61000013,1,1,-7.61000013,1,0
26777,26.777109,-7.61000013,1,1,-7.61000013,1,0
26778,26.778097,-7.61000013,1,1,-7.61000013,1,0
26779,26.779105,-7.61000013,1,1,-7.61000013,1,0
26780,26.780185,-7.61000013,1,1,-7.61000013,1,0
26781,26.781093,-7.61000013,1,1,-7.61000013,1,0
26782,26.782109,-7.61000013,1,1,-7.61000013,1,0
26783,26.783097,-7.61000013,1,1,-7.61000013,1,0
26784,26.784105,-7.61000013,1,1,-7.61000013,1,0
26785,26.785093,-7.61000013,1,1,-7.61000013,1,0
26786,26.786109,-7.63999987,1,1,-7.63999987,1,0
26787,26.787100,-7.63999987,1,1,-7.63999987,1,0
26788,26.788107,-7.63999987,1,1,-7.63999987,1,0
26789,26.789222,-7.63999987,1,1,-7.63999987,1,0
26790,26.790009,-7.63999987,1,1,-7.63999987,1,0
26791,26.791103,-7.63999987,1,1,-7.63999987,1,0
26792,26.792169,-7.63999987,1,1,-7.63999987,1,0
26793,26.793105,-7.63999987,1,1,-7.63999987,1,0
26794,26.794092,-7.63999987,1,1,-7.63999987,1,0
26795,26.795108,-7.63999987,1,1,-7.63999987,1,0
26796,26.796095,-7.63999987,1,1,-7.63999987,1,0
26797,26.797105,-7.63999987,1,1,-7.63999987,1,0
26798,26.798092,-7.63999987,1,1,-7.63999987,1,0
26799,26.799108,-7.63999987,1,1,-7.63999987,1,0
26800,26.800095,-7.63999987,1,1,-7.63999987,1,0
26801,26.801102,-7.63999987,1,1,-7.63999987,1,0
26802,26.802089,-7.63999987,1,1,-7.63999987,1,0
26803,26.803111,-7.63999987,1,1,-7.63999987,1,0
26804,26.804103,-7.63999987,1,1,-7.63999987,1,0
26805,26.805090,-7.63999987,1,1,-7.63999987,1,0
26806,26.806105,-7.5,1,1,-7.5,1,0
26807,26.807096,-7.5,1,1,-7.5,1,0
26808,26.808103,-7.5,1,1,-7.5,1,0
26809,26.809090,-7.5,1,1,-7.5,1,0
26810,26.810106,-7.5,1,1,-7.5,1,0
26811,26.811093,-7.5,1,1,-7.5,1,0
26812,26.812109,-7.5,1,1,-7.5,1,0
26813,26.813106,-7.5,1,1,-7.5,1,0
26814,26.814106,-7.5,1,1,-7.5,1,0
26815,26.815093,-7.5,1,1,-7.5,1,0
26816,26.816109,-7.36000013,1,1,-7.36000013,1,0
26817,26.817099,-7.36000013,1,1,-7.36000013,1,0
26818,26.818107,-7.36000013,1,1,-7.36000013,1,0
26819,26.819094,-7.36000013,1,1,-7.36000013,1,0
26820,26.820109,-7.36000013,1,1,-7.36000013,1,0
26821,26.821097,-7.36000013,1,1,-7.36000013,1,0
26822,26.822104,-7.36000013,1,1,-7.36000013,1,0
26823,26.823092,-7.36000013,1,1,-7.36000013,1,0
26824,26.824108,-7.36000013,1,1,-7.36000013,1,0
26825,26.825112,-7.36000013,1,1,-7.36000013,1,0
26826,26.826104,-7.36000013,1,1,-7.36000013,1,0
26827,26.827095,-7.36000013,1,1,-7.36000013,1,0
26828,26.828104,-7.36000013,1,1,-7.36000013,1,0
26829,26.829091,-7.36000013,1,1,-7.36000013,1,0
26830,26.830108,-7.36000013,1,1,-7.36000013,1,0
26831,26.831095,-7.36000013,1,1,-7.36000013,1,0
26832,26.832103,-7.36000013,1,1,-7.36000013,1,0
26833,26.833091,-7.36000013,1,1,-7.36000013,1,0
26834,26.834107,-7.36000013,1,1,-7.36000013,1,0
26835,26.835162,-7.36000013,1,1,-7.36000013,1,0
26836,26.836094,-7.67999983,1,1,-7.67999983,1,0
26837,26.837106,-7.67999983,1,1,-7.67999983,1,0
26838,26.838093,-7.67999983,1,1,-7.67999983,1,0
26839,26.839110,-7.67999983,1,1,-7.67999983,1,0
26840,26.840089,-7.67999983,1,1,-7.67999983,1,0
26841,26.841105,-7.67999983,1,1,-7.67999983,1,0
26842,26.842093,-7.67999983,1,1,-7.67999983,1,0
26843,26.843110,-7.67999983,1,1,-7.67999983,1,0
26844,26.844103,-7.67999983,1,1,-7.67999983,1,0
26845,26.845090,-7.67999983,1,1,-7.67999983,1,0
26846,26.846107,-7.67999983,1,1,-7.67999983,1,0
26847,26.847098,-7.67999983,1,1,-7.67999983,1,0
26848,26.848105,-7.67999983,1,1,-7.67999983,1,0
26849,26.849106,-7.67999983,1,1,-7.67999983,1,0
26850,26.850093,-7.67999983,1,1,-7.67999983,1,0
26851,26.851110,-7.67999983,1,1,-7.67999983,1,0
26852,26.852089,-7.67999983,1,1,-7.67999983,1,0
26853,26.853105,-7.67999983,1,1,-7.67999983,1,0
26854,26.854092,-7.67999983,1,1,-7.67999983,1,0
26855,26.855107,-7.67999983,1,1,-7.67999983,1,0
26856,26.856094,-7.67999983,1,1,-7.67999983,1,0
26857,26.857113,-7.67999983,1,1,-7.67999983,1,0
26858,26.858111,-7.67999983,1,1,-7.67999983,1,0
26859,26.859106,-7.67999983,1,1,-7.67999983,1,0
26860,26.860106,-7.67999983,1,1,-7.67999983,1,0
26861,26.861093,-7.67999983,1,1,-7.67999983,1,0
26862,26.862109,-7.67999983,1,1,-7.67999983,1,0
26863,26.863096,-7.67999983,1,1,-7.67999983,1,0
26864,26.864103,-7.67999983,1,1,-7.67999983,1,0
26865,26.865090,-7.67999983,1,1,-7.67999983,1,0
26866,26.866106,-7.55999994,1,1,-7.55999994,1,0
26867,26.867096,-7.55999994,1,1,-7.55999994,1,0
26868,26.868104,-7.55999994,1,1,-7.55999994,1,0
26869,26.869091,-7.55999994,1,1,-7.55999994,1,0
26870,26.870171,-7.55999994,1,1,-7.55999994,1,0
26871,26.871108,-7.55999994,1,1,-7.55999994,1,0
26872,26.872095,-7.55999994,1,1,-7.55999994,1,0
26873,26.873102,-7.55999994,1,1,-7.55999994,1,0
26874,26.874097,-7.55999994,1,1,-7.55999994,1,0
26875,26.875105,-7.55999994,1,1,-7.55999994,1,0
26876,26.876092,-7.55999994,1,1,-7.55999994,1,0
26877,26.877111,-7.55999994,1,1,-7.55999994,1,0
26878,26.878089,-7.55999994,1,1,-7.55999994,1,0
26879,26.879105,-7.55999994,1,1,-7.55999994,1,0
26880,26.880133,-7.55999994,1,1,-7.55999994,1,0
26881,26.881099,-7.55999994,1,1,-7.55999994,1,0
26882,26.882106,-7.55999994,1,1,-7.55999994,1,0
26883,26.883093,-7.55999994,1,1,-7.55999994,1,0
26884,26.884109,-7.55999994,1,1,-7.55999994,1,0
26885,26.885096,-7.55999994,1,1,-7.55999994,1,0
26886,26.886104,-7.53999996,1,1,-7.53999996,1,0
26887,26.887094,-7.53999996,1,1,-7.53999996,1,0
26888,26.888110,-7.53999996,1,1,-7.53999996,1,0
26889,26.889089,-7.53999996,1,1,-7.53999996,1,0
26890,26.890105,-7.53999996,1,1,-7.53999996,1,0
26891,26.891154,-7.53999996,1,1,-7.53999996,1,0
26892,26.892092,-7.53999996,1,1,-7.53999996,1,0
26893,26.893109,-7.53999996,1,1,-7.53999996,1,0
26894,26.894096,-7.53999996,1,1,-7.53999996,1,0
26895,26.895105,-7.53999996,1,1,-7.53999996,1,0
26896,26.896111,-7.61999989,1,1,-7.61999989,1,0
26897,26.897106,-7.61999989,1,1,-7.61999989,1,0
26898,26.898093,-7.61999989,1,1,-7.61999989,1,0
26899,26.899109,-7.61999989,1,1,-7.61999989,1,0
26900,26.900097,-7.61999989,1,1,-7.61999989,1,0
26901,26.901105,-7.61999989,1,1,-7.61999989,1,0
26902,26.902093,-7.61999989,1,1,-7.61999989,1,0
26903,26.903111,-7.61999989,1,1,-7.61999989,1,0
26904,26.904104,-7.61999989,1,1,-7.61999989,1,0
26905,26.905091,-7.61999989,1,1,-7.61999989,1,0
26906,26.906108,-7.61999989,1,1,-7.61999989,1,0
26907,26.907099,-7.61999989,1,1,-7.61999989,1,0
26908,26.908107,-7.61999989,1,1,-7.61999989,1,0
26909,26.909095,-7.61999989,1,1,-7.61999989,1,0
26910,26.910103,-7.61999989,1,1,-7.61999989,1,0
26911,26.911090,-7.61999989,1,1,-7.61999989,1,0
26912,26.912106,-7.61999989,1,1,-7.61999989,1,0
26913,26.913122,-7.61999989,1,1,-7.61999989,1,0
26914,26.914110,-7.61999989,1,1,-7.61999989,1,0
26915,26.915102,-7.61999989,1,1,-7.61999989,1,0
26916,26.916090,-7.6500001,1,1,-7.6500001,1,0
26917,26.917109,-7.6500001,1,1,-7.6500001,1,0
26918,26.918096,-7.6500001,1,1,-7.6500001,1,0
26919,26.919104,-7.6500001,1,1,-7.6500001,1,0
26920,26.920090,-7.6500001,1,1,-7.6500001,1,0
26921,26.921105,-7.6500001,1,1,-7.6500001,1,0
26922,26.922092,-7.6500001,1,1,-7.6500001,1,0
26923,26.923108,-7.6500001,1,1,-7.6500001,1,0
26924,26.924095,-7.6500001,1,1,-7.6500001,1,0
26925,26.925179,-7.6500001,1,1,-7.6500001,1,0
26926,26.926007,-7.6500001,1,1,-7.6500001,1,0
26927,26.927099,-7.6500001,1,1,-7.6500001,1,0
26928,26.928107,-7.6500001,1,1,-7.6500001,1,0
26929,26.929094,-7.6500001,1,1,-7.6500001,1,0
26930,26.930109,-7.6500001,1,1,-7.6500001,1,0
26931,26.931096,-7.6500001,1,1,-7.6500001,1,0
26932,26.932104,-7.6500001,1,1,-7.6500001,1,0
26933,26.933091,-7.6500001,1,1,-7.6500001,1,0
26934,26.934107,-7.6500001,1,1,-7.6500001,1,0
26935,26.935094,-7.6500001,1,1,-7.6500001,1,0
26936,26.936109,-7.6500001,1,1,-7.6500001,1,0
26937,26.937113,-7.6500001,1,1,-7.6500001,1,0
26938,26.938092,-7.6500001,1,1,-7.6500001,1,0
26939,26.939107,-7.6500001,1,1,-7.6500001,1,0
26940,26.940094,-7.6500001,1,1,-7.6500001,1,0
26941,26.941110,-7.6500001,1,1,-7.6500001,1,0
26942,26.942097,-7.6500001,1,1,-7.6500001,1,0
26943,26.943105,-7.6500001,1,1,-7.6500001,1,0
26944,26.944092,-7.6500001,1,1,-7.6500001,1,0
26945,26.945107,-7.6500001,1,1,-7.6500001,1,0
26946,26.946118,-7.6500001,1,1,-7.6500001,1,0
26947,26.947110,-7.6500001,1,1,-7.6500001,1,0
26948,26.948110,-7.6500001,1,1,-7.6500001,1,0
26949,26.949097,-7.6500001,1,1,-7.6500001,1,0
26950,26.950104,-7.6500001,1,1,-7.6500001,1,0
26951,26.951105,-7.6500001,1,1,-7.6500001,1,0
26952,26.952092,-7.6500001,1,1,-7.6500001,1,0
26953,26.953107,-7.6500001,1,1,-7.6500001,1,0
26954,26.954095,-7.6500001,1,1,-7.6500001,1,0
26955,26.955103,-7.6500001,1,1,-7.6500001,1,0
26956,26.956090,-7.6500001,1,1,-7.6500001,1,0
26957,26.957110,-7.6500001,1,1,-7.6500001,1,0
26958,26.958129,-7.6500001,1,1,-7.6500001,1,0
26959,26.959094,-7.6500001,1,1,-7.6500001,1,0
26960,26.960103,-7.6500001,1,1,-7.6500001,1,0
26961,26.961090,-7.6500001,1,1,-7.6500001,1,0
26962,26.962106,-7.6500001,1,1,-7.6500001,1,0
26963,26.963094,-7.6500001,1,1,-7.6500001,1,0
26964,26.964102,-7.6500001,1,1,-7.6500001,1,0
26965,26.965089,-7.6500001,1,1,-7.6500001,1,0
26966,26.966106,-7.57999992,1,1,-7.57999992,1,0
26967,26.967097,-7.57999992,1,1,-7.57999992,1,0
26968,26.968105,-7.57999992,1,1,-7.57999992,1,0
26969,26.969121,-7.57999992,1,1,-7.57999992,1,0
26970,26.970111,-7.57999992,1,1,-7.57999992,1,0
26971,26.971103,-7.57999992,1,1,-7.57999992,1,0
26972,26.972091,-7.57999992,1,1,-7.57999992,1,0
26973,26.973107,-7.57999992,1,1,-7.57999992,1,0
26974,26.974095,-7.57999992,1,1,-7.57999992,1,0
26975,26.975103,-7.57999992,1,1,-7.57999992,1,0
26976,26.976090,-7.57999992,1,1,-7.57999992,1,0
26977,26.977109,-7.57999992,1,1,-7.57999992,1,0
26978,26.978097,-7.57999992,1,1,-7.57999992,1,0
26979,26.979105,-7.57999992,1,1,-7.57999992,1,0
26980,26.980093,-7.57999992,1,1,-7.57999992,1,0
26981,26.981175,-7.57999992,1,1,-7.57999992,1,0
26982,26.982003,-7.57999992,1,1,-7.57999992,1,0
26983,26.983090,-7.57999992,1,1,-7.57999992,1,0
26984,26.984107,-7.57999992,1,1,-7.57999992,1,0
26985,26.985093,-7.57999992,1,1,-7.57999992,1,0
26986,26.986108,-7.53999996,1,1,-7.53999996,1,0
26987,26.987099,-7.53999996,1,1,-7.53999996,1,0
26988,26.988106,-7.53999996,1,1,-7.53999996,1,0
26989,26.989093,-7.53999996,1,1,-7.53999996,1,0
26990,26.990109,-7.53999996,1,1,-7.53999996,1,0
26991,26.991160,-7.53999996,1,1,-7.53999996,1,0
26992,26.992089,-7.53999996,1,1,-7.53999996,1,0
26993,26.993105,-7.53999996,1,1,-7.53999996,1,0
26994,26.994092,-7.53999996,1,1,-7.53999996,1,0
26995,26.995108,-7.53999996,1,1,-7.53999996,1,0
26996,26.996095,-7.61000013,1,1,-7.61000013,1,0
26997,26.997106,-7.61000013,1,1,-7.61000013,1,0
26998,26.998093,-7.61000013,1,1,-7.61000013,1,0
26999,26.999108,-7.61000013,1,1,-7.61000013,1,0
27000,27.000095,-7.61000013,1,1,-7.61000013,1,0
27001,27.001103,-7.61000013,1,1,-7.61000013,1,0
27002,27.002108,-7.61000013,1,1,-7.61000013,1,0
27003,27.003107,-7.61000013,1,1,-7.61000013,1,0
27004,27.004107,-7.61000013,1,1,-7.61000013,1,0
27005,27.005094,-7.61000013,1,1,-7.61000013,1,0
27006,27.006102,-7.61000013,1,1,-7.61000013,1,0
27007,27.007100,-7.61000013,1,1,-7.61000013,1,0
27008,27.008108,-7.61000013,1,1,-7.61000013,1,0
27009,27.009095,-7.61000013,1,1,-7.61000013,1,0
27010,27.010102,-7.61000013,1,1,-7.61000013,1,0
27011,27.011089,-7.61000013,1,1,-7.61000013,1,0
27012,27.012105,-7.61000013,1,1,-7.61000013,1,0
27013,27.013107,-7.61000013,1,1,-7.61000013,1,0
27014,27.014107,-7.61000013,1,1,-7.61000013,1,0
27015,27.015094,-7.61000013,1,1,-7.61000013,1,0
27016,27.016109,-7.61999989,1,1,-7.61999989,1,0
27017,27.017100,-7.61999989,1,1,-7.61999989,1,0
27018,27.018107,-7.61999989,1,1,-7.61999989,1,0
27019,27.019094,-7.61999989,1,1,-7.61999989,1,0
27020,27.020102,-7.61999989,1,1,-7.61999989,1,0
27021,27.021090,-7.61999989,1,1,-7.61999989,1,0
27022,27.022106,-7.61999989,1,1,-7.61999989,1,0
27023,27.023166,-7.61999989,1,1,-7.61999989,1,0
27024,27.024103,-7.61999989,1,1,-7.61999989,1,0
27025,27.025090,-7.61999989,1,1,-7.61999989,1,0
27026,27.026106,-7.59000015,1,1,-7.59000015,1,0
27027,27.027097,-7.59000015,1,1,-7.59000015,1,0
27028,27.028106,-7.59000015,1,1,-7.59000015,1,0
27029,27.029093,-7.59000015,1,1,-7.59000015,1,0
27030,27.030110,-7.59000015,1,1,-7.59000015,1,0
27031,27.031089,-7.59000015,1,1,-7.59000015,1,0
27032,27.032105,-7.59000015,1,1,-7.59000015,1,0
27033,27.033117,-7.59000015,1,1,-7.59000015,1,0
27034,27.034110,-7.59000015,1,1,-7.59000015,1,0
27035,27.035103,-7.59000015,1,1,-7.59000015,1,0
27036,27.036090,-7.59000015,1,1,-7.59000015,1,0
27037,27.037109,-7.59000015,1,1,-7.59000015,1,0
27038,27.038097,-7.59000015,1,1,-7.59000015,1,0
27039,27.039105,-7.59000015,1,1,-7.59000015,1,0
27040,27.040093,-7.59000015,1,1,-7.59000015,1,0
27041,27.041109,-7.59000015,1,1,-7.59000015,1,0
27042,27.042096,-7.59000015,1,1,-7.59000015,1,0
27043,27.043105,-7.59000015,1,1,-7.59000015,1,0
27044,27.044108,-7.59000015,1,1,-7.59000015,1,0
27045,27.045109,-7.59000015,1,1,-7.59000015,1,0
27046,27.046096,-7.61000013,1,1,-7.61000013,1,0
27047,27.047107,-7.61000013,1,1,-7.61000013,1,0
27048,27.048095,-7.61000013,1,1,-7.61000013,1,0
27049,27.049103,-7.61000013,1,1,-7.61000013,1,0
27050,27.050089,-7.61000013,1,1,-7.61000013,1,0
27051,27.051105,-7.61000013,1,1,-7.61000013,1,0
27052,27.052091,-7.61000013,1,1,-7.61000013,1,0
27053,27.053109,-7.61000013,1,1,-7.61000013,1,0
27054,27.054109,-7.61000013,1,1,-7.61000013,1,0
27055,27.055109,-7.61000013,1,1,-7.61000013,1,0
27056,27.056096,-7.61000013,1,1,-7.61000013,1,0
27057,27.057107,-7.61000013,1,1,-7.61000013,1,0
27058,27.058094,-7.61000013,1,1,-7.61000013,1,0
27059,27.059109,-7.61000013,1,1,-7.61000013,1,0
27060,27.060096,-7.61000013,1,1,-7.61000013,1,0
27061,27.061104,-7.61000013,1,1,-7.61000013,1,0
27062,27.062091,-7.61000013,1,1,-7.61000013,1,0
27063,27.063107,-7.61000013,1,1,-7.61000013,1,0
27064,27.064094,-7.61000013,1,1,-7.61000013,1,0
27065,27.065129,-7.61000013,1,1,-7.61000013,1,0
27066,27.066093,-7.61999989,1,1,-7.61999989,1,0
27067,27.067111,-7.61999989,1,1,-7.61999989,1,0
27068,27.068090,-7.61999989,1,1,-7.61999989,1,0
27069,27.069106,-7.61999989,1,1,-7.61999989,1,0
27070,27.070093,-7.61999989,1,1,-7.61999989,1,0
27071,27.071109,-7.61999989,1,1,-7.61999989,1,0
27072,27.072096,-7.61999989,1,1,-7.61999989,1,0
27073,27.073103,-7.61999989,1,1,-7.61999989,1,0
27074,27.074090,-7.61999989,1,1,-7.61999989,1,0
27075,27.075106,-7.61999989,1,1,-7.61999989,1,0
27076,27.076093,-7.61000013,1,1,-7.61000013,1,0
27077,27.077109,-7.61000013,1,1,-7.61000013,1,0
27078,27.078109,-7.61000013,1,1,-7.61000013,1,0
27079,27.079096,-7.61000013,1,1,-7.61000013,1,0
27080,27.080104,-7.61000013,1,1,-7.61000013,1,0
27081,27.081091,-7.61000013,1,1,-7.61000013,1,0
27082,27.082106,-7.61000013,1,1,-7.61000013,1,0
27083,27.083093,-7.61000013,1,1,-7.61000013,1,0
27084,27.084109,-7.61000013,1,1,-7.61000013,1,0
27085,27.085097,-7.61000013,1,1,-7.61000013,1,0
27086,27.086105,-7.61000013,1,1,-7.61000013,1,0
27087,27.087096,-7.61000013,1,1,-7.61000013,1,0
27088,27.088167,-7.61000013,1,1,-7.61000013,1,0
27089,27.089093,-7.61000013,1,1,-7.61000013,1,0
27090,27.090110,-7.61000013,1,1,-7.61000013,1,0
27091,27.091089,-7.61000013,1,1,-7.61000013,1,0
27092,27.092105,-7.61000013,1,1,-7.61000013,1,0
27093,27.093093,-7.61000013,1,1,-7.61000013,1,0
27094,27.094109,-7.61000013,1,1,-7.61000013,1,0
27095,27.095097,-7.61000013,1,1,-7.61000013,1,0
27096,27.096105,-7.61999989,1,1,-7.61999989,1,0
27097,27.097096,-7.61999989,1,1,-7.61999989,1,0
27098,27.098105,-7.61999989,1,1,-7.61999989,1,0
27099,27.099092,-7.61999989,1,1,-7.61999989,1,0
27100,27.100106,-7.61999989,1,1,-7.61999989,1,0
27101,27.101107,-7.61999989,1,1,-7.61999989,1,0
27102,27.102095,-7.61999989,1,1,-7.61999989,1,0
27103,27.103103,-7.61999989,1,1,-7.61999989,1,0
27104,27.104090,-7.61999989,1,1,-7.61999989,1,0
27105,27.105106,-7.61999989,1,1,-7.61999989,0,0
27106,27.106094,-7.61999989,1,1,-0,0,0
27107,27.107111,-7.61999989,1,1,-0,0,0
27108,27.108104,-7.61999989,1,1,-0,0,0
27109,27.109092,-7.61999989,1,1,-0,0,0
27110,27.110108,-7.61999989,1,1,-0,0,0
27111,27.111107,-7.61999989,1,1,-0,0,0
27112,27.112108,-7.61999989,1,1,-0,0,0
27113,27.113095,-7.61999989,1,1,-0,0,0
27114,27.114103,-7.61999989,1,1,-0,0,0
27115,27.115091,-7.61999989,1,1,-0,0,0
27116,27.116106,-7.61999989,1,1,-0,0,0
27117,27.117096,-7.61999989,1,1,-0,0,0
27118,27.118104,-7.61999989,1,1,-0,0,0
27119,27.119091,-7.61999989,1,1,-0,0,0
27120,27.120107,-7.61999989,1,1,-0,0,0
27121,27.121094,-7.61999989,1,1,-0,0,0
27122,27.122109,-7.61999989,1,1,-0,0,0
27123,27.123109,-7.61999989,1,1,-0,0,0
27124,27.124096,-7.61999989,1,1,-0,0,0
27125,27.125104,-7.61999989,1,1,-0,0,0
27126,27.126091,-7.61999989,1,1,-0,0,0
27127,27.127109,-7.61999989,1,1,-0,0,0
27128,27.128096,-7.61999989,1,1,-0,0,0
27129,27.129104,-7.61999989,1,1,-0,0,0
27130,27.130091,-7.61999989,1,1,-0,0,0
27131,27.131107,-7.61999989,1,1,-0,0,0
27132,27.132109,-7.61999989,1,1,-0,0,0
27133,27.133109,-7.61999989,1,1,-0,0,0
27134,27.134096,-7.61999989,1,1,-0,0,0
27135,27.135104,-7.61999989,1,1,-0,0,0
27136,27.136091,-7.61999989,1,1,-0,0,0
27137,27.137109,-7.61999989,1,1,-0,0,0
27138,27.138096,-7.61999989,1,1,-0,0,0
27139,27.139104,-7.61999989,1,1,-0,0,0
27140,27.140091,-7.61999989,1,1,-0,0,0
27141,27.141107,-7.61999989,1,1,-0,0,0
27142,27.142134,-7.61999989,1,1,-0,0,0
27143,27.143091,-7.61999989,1,1,-0,0,0
27144,27.144107,-7.61999989,1,1,-0,0,0
27145,27.145094,-7.61999989,1,1,-0,0,0
27146,27.146110,-7.61999989,1,1,-0,0,0
27147,27.147100,-7.61999989,1,1,-0,0,0
27148,27.148108,-7.61999989,1,1,-0,0,0
27149,27.149095,-7.61999989,1,1,-0,0,0
27150,27.150102,-7.61999989,1,1,-0,0,0
27151,27.151090,-7.61999989,1,1,-0,0,0
27152,27.152106,-7.61999989,1,1,-0,0,0
27153,27.153187,-7.61999989,1,1,-0,0,0
27154,27.154007,-7.61999989,1,1,-0,0,0
27155,27.155102,-7.61999989,1,1,-0,0,0
27156,27.156089,-7.61999989,1,1,-0,0,0
27157,27.157109,-7.61999989,1,1,-0,0,0
