Index,Time,(Gimbal_Control).pitch_position_ref,(Gimbal_Control).present_mode,(Gimbal_Control).last_mode,(AutoAim_Control).armor_pitch,(MiniPC_Data).is_get_target,(AutoAim_Control).hit_mode
31371,31.371092,-7.61999989,1,1,-0,0,0
31372,31.372109,-7.61999989,1,1,-0,0,0
31373,31.373096,-7.61999989,1,1,-0,0,0
31374,31.374106,-7.61999989,1,1,-0,0,0
31375,31.375106,-7.61999989,1,1,-0,0,0
31376,31.376093,-7.61999989,1,1,-0,0,0
31377,31.377111,-7.61999989,1,1,-0,0,0
31378,31.378090,-7.61999989,1,1,-0,0,0
31379,31.379105,-7.61999989,1,1,-0,0,0
31380,31.380092,-7.61999989,1,1,-0,0,0
31381,31.381108,-7.61999989,1,1,-0,0,0
31382,31.382095,-7.61999989,1,1,-0,0,0
31383,31.383103,-7.61999989,1,1,-0,0,0
31384,31.384089,-7.61999989,1,1,-0,0,0
31385,31.385105,-7.61999989,1,1,-0,0,0
31386,31.386106,-7.61999989,1,1,-0,0,0
31387,31.387109,-7.61999989,1,1,-0,0,0
31388,31.388096,-7.61999989,1,1,-0,0,0
31389,31.389104,-7.61999989,1,1,-0,0,0
31390,31.390091,-7.61999989,1,1,-0,0,0
31391,31.391107,-7.61999989,1,1,-0,0,0
31392,31.392094,-7.61999989,1,1,-0,0,0
31393,31.393109,-7.61999989,1,1,-0,0,0
31394,31.394096,-7.61999989,1,1,-0,0,0
31395,31.395104,-7.61999989,1,1,-0,0,0
31396,31.396111,-7.61999989,1,1,-0,0,0
31397,31.397106,-7.61999989,1,1,-0,0,0
31398,31.398269,-7.61999989,1,1,-0,0,0
31399,31.399008,-7.61999989,1,1,-0,0,0
31400,31.400103,-7.61999989,1,1,-0,0,0
31401,31.401089,-7.61999989,1,1,-0,0,0
31402,31.402105,-7.61999989,1,1,-0,0,0
31403,31.403092,-7.61999989,1,1,-0,0,0
31404,31.404108,-7.61999989,1,1,-0,0,0
31405,31.405095,-7.61999989,1,1,-0,0,0
31406,31.406114,-7.61999989,1,1,-0,0,0
31407,31.407110,-7.61999989,1,1,-0,0,0
31408,31.408110,-7.61999989,1,1,-0,0,0
31409,31.409097,-7.61999989,1,1,-0,0,0
31410,31.410105,-7.61999989,1,1,-0,0,0
31411,31.411092,-7.61999989,1,1,-0,0,0
31412,31.412109,-7.61999989,1,1,-0,0,0
31413,31.413096,-7.61999989,1,1,-0,0,0
31414,31.414105,-7.61999989,1,1,-0,0,0
31415,31.415092,-7.61999989,1,1,-0,0,0
31416,31.416108,-7.61999989,1,1,-0,0,0
31417,31.417099,-7.61999989,1,1,-0,0,0
31418,31.418136,-7.61999989,1,1,-0,0,0
31419,31.419095,-7.61999989,1,1,-0,0,0
31420,31.420103,-7.61999989,1,1,-0,0,0
31421,31.421090,-7.61999989,1,1,-0,0,0
31422,31.422106,-7.61999989,1,1,-0,0,0
31423,31.423094,-7.61999989,1,1,-0,0,0
31424,31.424102,-7.61999989,1,1,-0,0,0
31425,31.425089,-7.61999989,1,1,-0,0,0
31426,31.426105,-7.61999989,1,1,-0,0,0
31427,31.427096,-7.61999989,1,1,-0,0,0
31428,31.428105,-7.61999989,1,1,-0,0,0
31429,31.429209,-7.61999989,1,1,-0,0,0
31430,31.430090,-7.61999989,1,1,-0,0,0
31431,31.431107,-7.61999989,1,1,-0,0,0
31432,31.432094,-7.61999989,1,1,-0,0,0
31433,31.433102,-7.61999989,1,1,-0,0,0
31434,31.434089,-7.61999989,1,1,-0,0,0
31435,31.435106,-7.61999989,1,1,-0,0,0
31436,31.436093,-7.61999989,1,1,-0,0,0
31437,31.437113,-7.61999989,1,1,-0,0,0
31438,31.438092,-7.61999989,1,1,-0,0,0
31439,31.439108,-7.61999989,1,1,-0,0,0
31440,31.440096,-7.61999989,1,1,-0,0,0
31441,31.441103,-7.61999989,1,1,-0,0,0
31442,31.442111,-7.61999989,1,1,-0,0,0
31443,31.443102,-7.61999989,1,1,-0,0,0
31444,31.444089,-7.61999989,1,1,-0,0,0
31445,31.445105,-7.61999989,1,1,-0,0,0
31446,31.446092,-7.61999989,1,1,-0,0,0
31447,31.447111,-7.61999989,1,1,-0,0,0
31448,31.448089,-7.61999989,1,1,-0,0,0
31449,31.449105,-7.61999989,1,1,-0,0,0
31450,31.450092,-7.61999989,1,1,-0,0,0
31451,31.451108,-7.61999989,1,1,-0,0,0
31452,31.452095,-7.61999989,1,1,-0,0,0
31453,31.453124,-7.61999989,1,1,-0,0,0
31454,31.454109,-7.61999989,1,1,-0,0,0
31455,31.455110,-7.61999989,1,1,-0,0,0
31456,31.456110,-7.61999989,1,1,-0,0,0
31457,31.457093,-7.61999989,1,1,-0,0,0
31458,31.458108,-7.61999989,1,1,-0,0,0
31459,31.459095,-7.61999989,1,1,-0,0,0
31460,31.460103,-7.61999989,1,1,-0,0,0
31461,31.461090,-7.61999989,1,1,-0,0,0
31462,31.462105,-7.61999989,1,1,-0,0,0
31463,31.463157,-7.61999989,1,1,-0,0,0
31464,31.464095,-7.61999989,1,1,-0,0,0
31465,31.465103,-7.61999989,1,1,-0,0,0
31466,31.466089,-7.61999989,1,1,-0,0,0
31467,31.467108,-7.61999989,1,1,-0,0,0
31468,31.468095,-7.61999989,1,1,-0,0,0
31469,31.469103,-7.61999989,1,1,-0,0,0
31470,31.470089,-7.61999989,1,1,-0,0,0
31471,31.471105,-7.61999989,1,1,-0,0,0
31472,31.472092,-7.61999989,1,1,-0,0,0
31473,31.473108,-7.61999989,1,1,-0,0,0
31474,31.474095,-7.61999989,1,1,-0,0,0
31475,31.475105,-7.61999989,1,1,-0,0,0
31476,31.476106,-7.61999989,1,1,-0,0,0
31477,31.477097,-7.61999989,1,1,-0,0,0
31478,31.478105,-7.61999989,1,1,-0,0,0
31479,31.479093,-7.61999989,1,1,-0,0,0
31480,31.480109,-7.61999989,1,1,-0,0,0
31481,31.481097,-7.61999989,1,1,-0,0,0
31482,31.482105,-7.61999989,1,1,-0,0,0
31483,31.483092,-7.61999989,1,1,-0,0,0
31484,31.484109,-7.61999989,1,1,-0,0,0
31485,31.485096,-7.61999989,1,1,-0,0,0
31486,31.486104,-7.61999989,1,1,-0,0,0
31487,31.487108,-7.61999989,1,1,-0,0,0
31488,31.488095,-7.61999989,1,1,-0,0,0
31489,31.489104,-7.61999989,1,1,-0,0,0
31490,31.490091,-7.61999989,1,1,-0,0,0
31491,31.491107,-7.61999989,1,1,-0,0,0
31492,31.492095,-7.61999989,1,1,-0,0,0
31493,31.493103,-7.61999989,1,1,-0,0,0
31494,31.494091,-7.61999989,1,1,-0,0,0
31495,31.495107,-7.61999989,1,1,-0,0,0
31496,31.496118,-7.61999989,1,1,-0,0,0
31497,31.497109,-7.61999989,1,1,-0,0,0
31498,31.498109,-7.61999989,1,1,-0,0,0
31499,31.499097,-7.61999989,1,1,-0,0,0
31500,31.500105,-7.61999989,1,1,-0,0,0
31501,31.501093,-7.61999989,1,1,-0,0,0
31502,31.502109,-7.61999989,1,1,-0,0,0
31503,31.503097,-7.61999989,1,1,-0,0,0
31504,31.504105,-7.61999989,1,1,-0,0,0
31505,31.505093,-7.61999989,1,1,-0,0,0
31506,31.506109,-7.61999989,1,1,-0,0,0
31507,31.507099,-7.61999989,1,1,-0,0,0
31508,31.508117,-7.61999989,1,1,-0,0,0
31509,31.509136,-7.61999989,1,1,-0,0,0
31510,31.510111,-7.61999989,1,1,-0,0,0
31511,31.511103,-7.61999989,1,1,-0,0,0
31512,31.512089,-7.61999989,1,1,-0,0,0
31513,31.513105,-7.61999989,1,1,-0,0,0
31514,31.514092,-7.61999989,1,1,-0,0,0
31515,31.515108,-7.61999989,1,1,-0,0,0
31516,31.516095,-7.61999989,1,1,-0,0,0
31517,31.517105,-7.61999989,1,1,-0,0,0
31518,31.518092,-7.61999989,1,1,-0,0,0
31519,31.519108,-7.61999989,1,1,-0,0,0
31520,31.520106,-7.61999989,1,1,-0,0,0
31521,31.521106,-7.61999989,1,1,-0,0,0
31522,31.522093,-7.61999989,1,1,-0,0,0
31523,31.523109,-7.61999989,1,1,-0,0,0
31524,31.524096,-7.61999989,1,1,-0,0,0
31525,31.525103,-7.61999989,1,1,-0,0,0
31526,31.526090,-7.61999989,1,1,-0,0,0
31527,31.527109,-7.61999989,1,1,-0,0,0
31528,31.528096,-7.61999989,1,1,-0,0,0
31529,31.529103,-7.61999989,1,1,-0,0,0
31530,31.530118,-7.61999989,1,1,-0,0,0
31531,31.531106,-7.61999989,1,1,-0,0,0
31532,31.532106,-7.61999989,1,1,-0,0,0
31533,31.533093,-7.61999989,1,1,-0,0,0
31534,31.534109,-7.61999989,1,1,-0,0,0
31535,31.535096,-7.61999989,1,1,-0,0,0
31536,31.536104,-7.61999989,1,1,-0,0,0
31537,31.537094,-7.61999989,1,1,-0,0,0
31538,31.538110,-7.61999989,1,1,-0,0,0
31539,31.539097,-7.61999989,1,1,-0,0,0
31540,31.540105,-7.61999989,1,1,-0,0,0
31541,31.541092,-7.61999989,1,1,-0,0,0
31542,31.542105,-7.61999989,1,1,-0,0,0
31543,31.543106,-7.61999989,1,1,-0,0,0
31544,31.544093,-7.61999989,1,1,-0,0,0
31545,31.545109,-7.61999989,1,1,-0,0,0
31546,31.546097,-7.61999989,1,1,-0,0,0
31547,31.547108,-7.61999989,1,1,-0,0,0
31548,31.548096,-7.61999989,1,1,-0,0,0
31549,31.549104,-7.61999989,1,1,-0,0,0
31550,31.550092,-7.61999989,1,1,-0,0,0
31551,31.551108,-7.61999989,1,1,-0,0,0
31552,31.552120,-7.61999989,1,1,-0,0,0
31553,31.553104,-7.61999989,1,1,-0,0,0
31554,31.554105,-7.61999989,1,1,-0,0,0
31555,31.555092,-7.61999989,1,1,-0,0,0
31556,31.556109,-7.61999989,1,1,-0,0,0
31557,31.557100,-7.61999989,1,1,-0,0,0
31558,31.558108,-7.61999989,1,1,-0,0,0
31559,31.559096,-7.61999989,1,1,-0,0,0
31560,31.560104,-7.61999989,1,1,-0,0,0
31561,31.561092,-7.61999989,1,1,-0,0,0
31562,31.562108,-7.61999989,1,1,-0,0,0
31563,31.563095,-7.61999989,1,1,-0,0,0
31564,31.564108,-7.61999989,1,1,-0,0,0
31565,31.565204,-7.61999989,1,1,-0,0,0
31566,31.566008,-7.61999989,1,1,-0,0,0
31567,31.567108,-7.61999989,1,1,-0,0,0
31568,31.568096,-7.61999989,1,1,-0,0,0
31569,31.569104,-7.61999989,1,1,-0,0,0
31570,31.570092,-7.61999989,1,1,-0,0,0
31571,31.571108,-7.61999989,1,1,-0,0,0
31572,31.572095,-7.61999989,1,1,-0,0,0
31573,31.573110,-7.61999989,1,1,-0,0,0
31574,31.574111,-7.61999989,1,1,-0,0,0
31575,31.575103,-7.61999989,1,1,-0,0,0
31576,31.576089,-7.61999989,1,1,-0,0,0
31577,31.577108,-7.61999989,1,1,-0,0,0
31578,31.578095,-7.61999989,1,1,-0,0,0
31579,31.579102,-7.61999989,1,1,-0,0,0
31580,31.580089,-7.61999989,1,1,-0,0,0
31581,31.581105,-7.61999989,1,1,-0,0,0
31582,31.582092,-7.61999989,1,1,-0,0,0
31583,31.583108,-7.61999989,1,1,-0,0,0
31584,31.584095,-7.61999989,1,1,-0,0,0
31585,31.585111,-7.61999989,1,1,-0,0,0
31586,31.586103,-7.61999989,1,1,-0,0,0
31587,31.587093,-7.61999989,1,1,-0,0,0
31588,31.588109,-7.61999989,1,1,-0,0,0
31589,31.589096,-7.61999989,1,1,-0,0,0
31590,31.590104,-7.61999989,1,1,-0,0,0
31591,31.591091,-7.61999989,1,1,-0,0,0
31592,31.592106,-7.61999989,1,1,-0,0,0
31593,31.593093,-7.61999989,1,1,-0,0,0
31594,31.594109,-7.61999989,1,1,-0,0,0
31595,31.595200,-7.61999989,1,1,-0,0,0
31596,31.596005,-7.61999989,1,1,-0,0,0
31597,31.597111,-7.61999989,1,1,-0,0,0
31598,31.598089,-7.61999989,1,1,-0,0,0
31599,31.599105,-7.61999989,1,1,-0,0,0
31600,31.600092,-7.61999989,1,1,-0,0,0
31601,31.601108,-7.61999989,1,1,-0,0,0
31602,31.602095,-7.61999989,1,1,-0,0,0
31603,31.603102,-7.61999989,1,1,-0,0,0
31604,31.604097,-7.61999989,1,1,-0,0,0
31605,31.605105,-7.61999989,1,1,-0,0,0
31606,31.606107,-7.61999989,1,1,-0,0,0
31607,31.607093,-7.61999989,1,1,-0,0,0
31608,31.608110,-7.61999989,1,1,-0,0,0
31609,31.609089,-7.61999989,1,1,-0,0,0
31610,31.610105,-7.61999989,1,1,-0,0,0
31611,31.611093,-7.61999989,1,1,-0,0,0
31612,31.612109,-7.61999989,1,1,-0,0,0
31613,31.613097,-7.61999989,1,1,-0,0,0
31614,31.614105,-7.61999989,1,1,-0,0,0
31615,31.615093,-7.61999989,1,1,-0,0,0
31616,31.616109,-7.61999989,1,1,-0,0,0
31617,31.617100,-7.61999989,1,1,-0,0,0
31618,31.618105,-7.61999989,1,1,-0,0,0
31619,31.619110,-7.61999989,1,1,-0,0,0
31620,31.620102,-7.61999989,1,1,-0,0,0
31621,31.621090,-7.61999989,1,1,-0,0,0
31622,31.622106,-7.61999989,1,1,-0,0,0
31623,31.623094,-7.61999989,1,1,-0,0,0
31624,31.624110,-7.61999989,1,1,-0,0,0
31625,31.625089,-7.61999989,1,1,-0,0,0
31626,31.626105,-7.61999989,1,1,-0,0,0
31627,31.627097,-7.61999989,1,1,-0,0,0
31628,31.628105,-7.61999989,1,1,-0,0,0
31629,31.629316,-7.61999989,1,1,-0,0,0
31630,31.630008,-7.61999989,1,1,-0,0,0
31631,31.631103,-7.61999989,1,1,-0,0,0
31632,31.632090,-7.61999989,1,1,-0,0,0
31633,31.633107,-7.61999989,1,1,-0,0,0
31634,31.634094,-7.61999989,1,1,-0,0,0
31635,31.635102,-7.61999989,1,1,-0,0,0
31636,31.636090,-7.61999989,1,1,-0,0,0
31637,31.637109,-7.61999989,1,1,-0,0,0
31638,31.638095,-7.61999989,1,1,-0,0,0
31639,31.639102,-7.61999989,1,1,-0,0,0
31640,31.640105,-7.61999989,1,1,-0,0,0
31641,31.641097,-7.61999989,1,1,-0,0,0
31642,31.642105,-7.61999989,1,1,-0,0,0
31643,31.643092,-7.61999989,1,1,-0,0,0
31644,31.644107,-7.61999989,1,1,-0,0,0
31645,31.645095,-7.61999989,1,1,-0,0,0
31646,31.646102,-7.61999989,1,1,-0,0,0
31647,31.647100,-7.61999989,1,1,-0,0,0
31648,31.648108,-7.61999989,1,1,-0,0,0
31649,31.649095,-7.61999989,1,1,-0,0,0
31650,31.650103,-7.61999989,1,1,-0,0,0
31651,31.651089,-7.61999989,1,1,-0,0,0
31652,31.652109,-7.61999989,1,1,-0,0,0
31653,31.653110,-7.61999989,1,1,-0,0,0
31654,31.654097,-7.61999989,1,1,-0,0,0
31655,31.655105,-7.61999989,1,1,-0,0,0
31656,31.656092,-7.61999989,1,1,-0,0,0
31657,31.657110,-7.61999989,1,1,-0,0,0
31658,31.658097,-7.61999989,1,1,-0,0,0
31659,31.659105,-7.61999989,1,1,-0,0,0
31660,31.660092,-7.61999989,1,1,-0,0,0
31661,31.661108,-7.61999989,1,1,-0,0,0
31662,31.662112,-7.61999989,1,1,-0,0,0
31663,31.663104,-7.61999989,1,1,-0,0,0
31664,31.664091,-7.61999989,1,1,-0,0,0
31665,31.665106,-7.61999989,1,1,-0,0,0
31666,31.666093,-7.61999989,1,1,-0,0,0
31667,31.667112,-7.61999989,1,1,-0,0,0
31668,31.668091,-7.61999989,1,1,-0,0,0
31669,31.669107,-7.61999989,1,1,-0,0,0
31670,31.670094,-7.61999989,1,1,-0,0,0
31671,31.671109,-7.61999989,1,1,-0,0,0
31672,31.672119,-7.61999989,1,1,-0,0,0
31673,31.673115,-7.61999989,1,1,-0,0,0
31674,31.674112,-7.61999989,1,1,-0,0,0
31675,31.675104,-7.61999989,1,1,-0,0,0
31676,31.676092,-7.61999989,1,1,-0,0,0
31677,31.677111,-7.61999989,1,1,-0,0,0
31678,31.678091,-7.61999989,1,1,-0,0,0
31679,31.679107,-7.61999989,1,1,-0,0,0
31680,31.680095,-7.61999989,1,1,-0,0,0
31681,31.681103,-7.61999989,1,1,-0,0,0
31682,31.682090,-7.61999989,1,1,-0,0,0
31683,31.683110,-7.61999989,1,1,-0,0,0
31684,31.684110,-7.61800003,1,1,-0,0,0
31685,31.685090,-7.61600018,1,1,-0,0,0
31686,31.686106,-7.61400032,1,1,-0,0,0
31687,31.687097,-7.61200047,1,1,-0,0,0
31688,31.688105,-7.61000061,1,1,-0,0,0
31689,31.689093,-7.60800076,1,1,-0,0,0
31690,31.690109,-7.6060009,1,1,-0,0,0
31691,31.691097,-7.60400105,1,1,-0,0,0
31692,31.692105,-7.60200119,1,1,-0,0,0
31693,31.693093,-7.60000134,1,1,-0,0,0
31694,31.694109,-7.59800148,1,1,-0,0,0
31695,31.695121,-7.59600163,1,1,-0,0,0
31696,31.696111,-7.59400177,1,1,-0,0,0
31697,31.697106,-7.59200191,1,1,-0,0,0
31698,31.698094,-7.59000206,1,1,-0,0,0
31699,31.699102,-7.5880022,1,1,-0,0,0
31700,31.700089,-7.58600235,1,1,-0,0,0
31701,31.701106,-7.58400249,1,1,-0,0,0
31702,31.702093,-7.58200264,1,1,-0,0,0
31703,31.703109,-7.58000278,1,1,-0,0,0
31704,31.704095,-7.57800293,1,1,-0,0,0
31705,31.705102,-7.57600307,1,1,-0,0,0
31706,31.706097,-7.57400322,1,1,-0,0,0
31707,31.707237,-7.57200336,1,1,-0,0,0
31708,31.708008,-7.57000351,1,1,-0,0,0
31709,31.709103,-7.56800365,1,1,-0,0,0
31710,31.710090,-7.5660038,1,1,-0,0,0
31711,31.711105,-7.56400394,1,1,-0,0,0
31712,31.712092,-7.56200409,1,1,-0,0,0
31713,31.713108,-7.56000423,1,1,-0,0,0
31714,31.714095,-7.55800438,1,1,-0,0,0
31715,31.715102,-7.55600452,1,1,-0,0,0
31716,31.716089,-7.55400467,1,1,-0,0,0
31717,31.717108,-7.55200481,1,1,-0,0,0
31718,31.718237,-7.55000496,1,1,-0,0,0
31719,31.719009,-7.5480051,1,1,-0,0,0
31720,31.720103,-7.54600525,1,1,-0,0,0
31721,31.721090,-7.54400539,1,1,-0,0,0
31722,31.722105,-7.54200554,1,1,-0,0,0
31723,31.723092,-7.54000568,1,1,-0,0,0
31724,31.724108,-7.53800583,1,1,-0,0,0
31725,31.725095,-7.53600597,1,1,-0,0,0
31726,31.726103,-7.53600597,1,1,-0,0,0
31727,31.727093,-7.53600597,1,1,-0,0,0
31728,31.728157,-7.53600597,1,1,-0,0,0
31729,31.729090,-7.53600597,1,1,-0,0,0
31730,31.730108,-7.53600597,1,1,-0,0,0
31731,31.731108,-7.53600597,1,1,-0,0,0
31732,31.732095,-7.53600597,1,1,-0,0,0
31733,31.733103,-7.53600597,1,1,-0,0,0
31734,31.734090,-7.53600597,1,1,-0,0,0
31735,31.735105,-7.53600597,1,1,-0,0,0
31736,31.736092,-7.53600597,1,1,-0,1,0
31737,31.737111,-7.53600597,1,1,-0,1,0
31738,31.738090,-7.53600597,1,1,-0,1,0
31739,31.739107,-7.53600597,1,1,-0,1,0
31740,31.740206,-7.53600597,1,1,-0,1,0
31741,31.741002,-7.53600597,1,1,-0,1,0
31742,31.742106,-7.53600597,1,1,-0,1,0
31743,31.743093,-7.53600597,1,1,-0,1,0
31744,31.744110,-7.53600597,1,1,-0,1,0
31745,31.745089,-7.53600597,1,1,-0,1,0
31746,31.746105,-5.78999996,1,1,-5.78999996,1,0
31747,31.747096,-5.78999996,1,1,-5.78999996,1,0
31748,31.748105,-5.78999996,1,1,-5.78999996,1,0
31749,31.749092,-5.78999996,1,1,-5.78999996,1,0
31750,31.750109,-5.78999996,1,1,-5.78999996,1,0
31751,31.751105,-5.78999996,1,1,-5.78999996,1,0
31752,31.752106,-5.78999996,1,1,-5.78999996,1,0
31753,31.753093,-5.78999996,1,1,-5.78999996,1,0
31754,31.754110,-5.78999996,1,1,-5.78999996,1,0
31755,31.755097,-5.78999996,1,1,-5.78999996,1,0
31756,31.756105,-5.78999996,1,1,-5.78999996,1,0
31757,31.757097,-5.78999996,1,1,-5.78999996,1,0
31758,31.758105,-5.78999996,1,1,-5.78999996,1,0
31759,31.759092,-5.78999996,1,1,-5.78999996,1,0
31760,31.760109,-5.78999996,1,1,-5.78999996,1,0
31761,31.761168,-5.78999996,1,1,-5.78999996,1,0
31762,31.762097,-5.78999996,1,1,-5.78999996,1,0
31763,31.763105,-5.78999996,1,1,-5.78999996,1,0
31764,31.764093,-5.78999996,1,1,-5.78999996,1,0
31765,31.765109,-5.78999996,1,1,-5.78999996,1,0
31766,31.766097,-5.78999996,1,1,-5.78999996,1,0
31767,31.767108,-5.78999996,1,1,-5.78999996,1,0
31768,31.768096,-5.78999996,1,1,-5.78999996,1,0
31769,31.769103,-5.78999996,1,1,-5.78999996,1,0
31770,31.770097,-5.78999996,1,1,-5.78999996,1,0
31771,31.771120,-5.78999996,1,1,-5.78999996,1,0
31772,31.772110,-5.78999996,1,1,-5.78999996,1,0
31773,31.773110,-5.78999996,1,1,-5.78999996,1,0
31774,31.774097,-5.78999996,1,1,-5.78999996,1,0
31775,31.775105,-5.78999996,1,1,-5.78999996,1,0
31776,31.776092,-5.78999996,1,1,-5.78999996,1,0
31777,31.777110,-5.78999996,1,1,-5.78999996,1,0
31778,31.778089,-5.78999996,1,1,-5.78999996,1,0
31779,31.779105,-5.78999996,1,1,-5.78999996,1,0
31780,31.780092,-5.78999996,1,1,-5.78999996,1,0
31781,31.781108,-5.78999996,1,1,-5.78999996,1,0
31782,31.782095,-5.78999996,1,1,-5.78999996,1,0
31783,31.783110,-5.78999996,1,1,-5.78999996,1,0
31784,31.784110,-5.78999996,1,1,-5.78999996,1,0
31785,31.785110,-5.78999996,1,1,-5.78999996,1,0
31786,31.786089,-5.78999996,1,1,-5.78999996,1,0
31787,31.787108,-5.78999996,1,1,-5.78999996,1,0
31788,31.788095,-5.78999996,1,1,-5.78999996,1,0
31789,31.789102,-5.78999996,1,1,-5.78999996,1,0
31790,31.790089,-5.78999996,1,1,-5.78999996,1,0
31791,31.791105,-5.78999996,1,1,-5.78999996,1,0
31792,31.792092,-5.78999996,1,1,-5.78999996,1,0
31793,31.793107,-5.78999996,1,1,-5.78999996,1,0
31794,31.794094,-5.78999996,1,1,-5.78999996,1,0
31795,31.795240,-5.78999996,1,1,-5.78999996,1,0
31796,31.796003,-5.78999996,1,1,-5.78999996,1,0
31797,31.797109,-5.78999996,1,1,-5.78999996,1,0
31798,31.798096,-5.78999996,1,1,-5.78999996,1,0
31799,31.799104,-5.78999996,1,1,-5.78999996,1,0
31800,31.800091,-5.78999996,1,1,-5.78999996,1,0
31801,31.801106,-5.78999996,1,1,-5.78999996,1,0
31802,31.802093,-5.78999996,1,1,-5.78999996,1,0
31803,31.803109,-5.78999996,1,1,-5.78999996,1,0
31804,31.804097,-5.78999996,1,1,-5.78999996,1,0
31805,31.805182,-5.78999996,1,1,-5.78999996,1,0
31806,31.806091,-5.78999996,1,1,-5.78999996,1,0
31807,31.807111,-5.78999996,1,1,-5.78999996,1,0
31808,31.808091,-5.78999996,1,1,-5.78999996,1,0
31809,31.809107,-5.78999996,1,1,-5.78999996,1,0
31810,31.810094,-5.78999996,1,1,-5.78999996,1,0
31811,31.811102,-5.78999996,1,1,-5.78999996,1,0
31812,31.812090,-5.78999996,1,1,-5.78999996,1,0
31813,31.813106,-5.78999996,1,1,-5.78999996,1,0
31814,31.814094,-5.78999996,1,1,-5.78999996,1,0
31815,31.815102,-5.78999996,1,1,-5.78999996,1,0
31816,31.816185,-5.78999996,1,1,-5.78999996,1,0
31817,31.817098,-5.78999996,1,1,-5.78999996,1,0
31818,31.818107,-5.78999996,1,1,-5.78999996,1,0
31819,31.819094,-5.78999996,1,1,-5.78999996,1,0
31820,31.820102,-5.78999996,1,1,-5.78999996,1,0
31821,31.821090,-5.78999996,1,1,-5.78999996,1,0
31822,31.822106,-5.78999996,1,1,-5.78999996,1,0
31823,31.823093,-5.78999996,1,1,-5.78999996,1,0
31824,31.824110,-5.78999996,1,1,-5.78999996,1,0
31825,31.825089,-5.78999996,1,1,-5.78999996,1,0
31826,31.826105,-5.78999996,1,1,-5.78999996,1,0
31827,31.827096,-5.78999996,1,1,-5.78999996,1,0
31828,31.828106,-5.78999996,1,1,-5.78999996,1,0
31829,31.829107,-5.78999996,1,1,-5.78999996,1,0
31830,31.830094,-5.78999996,1,1,-5.78999996,1,0
31831,31.831102,-5.78999996,1,1,-5.78999996,1,0
31832,31.832090,-5.78999996,1,1,-5.78999996,1,0
31833,31.833106,-5.78999996,1,1,-5.78999996,1,0
31834,31.834093,-5.78999996,1,1,-5.78999996,1,0
31835,31.835108,-5.78999996,1,1,-5.78999996,1,0
31836,31.836123,-5.78999996,1,1,-5.78999996,1,0
31837,31.837114,-5.78999996,1,1,-5.78999996,1,0
31838,31.838106,-5.78999996,1,1,-5.78999996,1,0
31839,31.839108,-5.78999996,1,1,-5.78999996,1,0
31840,31.840109,-5.78999996,1,1,-5.78999996,1,0
31841,31.841095,-5.78999996,1,1,-5.78999996,1,0
31842,31.842103,-5.78999996,1,1,-5.78999996,1,0
31843,31.843090,-5.78999996,1,1,-5.78999996,1,0
31844,31.844105,-5.78999996,1,1,-5.78999996,1,0
31845,31.845093,-5.78999996,1,1,-5.78999996,1,0
31846,31.846108,-5.78999996,1,1,-5.78999996,1,0
31847,31.847099,-5.78999996,1,1,-5.78999996,1,0
31848,31.848106,-5.78999996,1,1,-5.78999996,1,0
31849,31.849117,-5.78999996,1,1,-5.78999996,1,0
31850,31.850105,-5.78999996,1,1,-5.78999996,1,0
31851,31.851106,-5.78999996,1,1,-5.78999996,1,0
31852,31.852093,-5.78999996,1,1,-5.78999996,1,0
31853,31.853108,-5.78999996,1,1,-5.78999996,1,0
31854,31.854095,-5.78999996,1,1,-5.78999996,1,0
31855,31.855103,-5.78999996,1,1,-5.78999996,1,0
31856,31.856090,-5.78999996,1,1,-5.78999996,1,0
31857,31.857108,-5.78999996,1,1,-5.78999996,1,0
31858,31.858095,-5.78999996,1,1,-5.78999996,1,0
31859,31.859103,-5.78999996,1,1,-5.78999996,1,0
31860,31.860090,-5.78999996,1,1,-5.78999996,1,0
31861,31.861106,-5.78999996,1,1,-5.78999996,1,0
31862,31.862106,-5.78999996,1,1,-5.78999996,1,0
31863,31.863093,-5.78999996,1,1,-5.78999996,1,0
31864,31.864109,-5.78999996,1,1,-5.78999996,1,0
31865,31.865096,-5.78999996,1,1,-5.78999996,1,0
31866,31.866104,-5.78999996,1,1,-5.78999996,1,0
31867,31.867094,-5.78999996,1,1,-5.78999996,1,0
31868,31.868109,-5.78999996,1,1,-5.78999996,1,0
31869,31.869097,-5.78999996,1,1,-5.78999996,1,0
31870,31.870105,-5.78999996,1,1,-5.78999996,1,0
31871,31.871109,-5.78999996,1,1,-5.78999996,1,0
31872,31.872097,-5.78999996,1,1,-5.78999996,1,0
31873,31.873105,-5.78999996,1,1,-5.78999996,1,0
31874,31.874093,-5.78999996,1,1,-5.78999996,1,0
31875,31.875109,-5.78999996,1,1,-5.78999996,1,0
31876,31.876097,-5.78999996,1,1,-5.78999996,1,0
31877,31.877108,-5.78999996,1,1,-5.78999996,1,0
31878,31.878095,-5.78999996,1,1,-5.78999996,1,0
31879,31.879104,-5.78999996,1,1,-5.78999996,1,0
31880,31.880091,-5.78999996,1,1,-5.78999996,1,0
31881,31.881108,-5.78999996,1,1,-5.78999996,1,0
31882,31.882095,-5.78999996,1,1,-5.78999996,1,0
31883,31.883107,-5.78999996,1,1,-5.78999996,1,0
