Index,Time,((Motor_shooterMotorLeft).encoder).speed,((Shoot_Control).shoot_speed).referee_bullet_speed[0],((Shoot_Control).shoot_left).fdb,((Shoot_Control).shoot_right).fdb,((Motor_shooterMotorRight).encoder).speed,shoot_diff_tick
2182,2.182092,0,29.6499996,0,0,0,47
2183,2.183108,0,29.6499996,0,0,0,47
2184,2.184088,0,29.6499996,0,0,0,47
2185,2.185090,0,29.6499996,0,0,0,47
2186,2.186089,0,29.6499996,0,0,0,47
2187,2.187091,0,29.6499996,0,0,0,47
2188,2.188089,0,29.6499996,0,0,0,47
2189,2.189101,0,29.6499996,0,0,0,47
2190,2.190091,0,29.6499996,0,0,0,47
2191,2.191093,0,29.6499996,0,0,0,47
2192,2.192090,0,29.6499996,0,0,0,47
2193,2.193091,0,29.6499996,0,0,0,47
2194,2.194103,0,29.6499996,0,0,0,47
2195,2.195092,0,29.6499996,0,0,0,47
2196,2.196085,0,29.6499996,0,0,0,47
2197,2.197092,0,29.6499996,0,0,0,47
2198,2.198085,0,29.6499996,0,0,0,47
2199,2.199086,0,29.6499996,0,0,0,47
2200,2.200087,0,29.6499996,0,0,0,47
2201,2.201086,0,29.6499996,0,0,0,47
2202,2.202087,0,29.6499996,0,0,0,47
2203,2.203085,0,29.6499996,0,0,0,47
2204,2.204086,0,29.6499996,0,0,0,47
2205,2.205107,0,29.6499996,0,0,0,47
2206,2.206087,0,29.6499996,0,0,0,47
2207,2.207089,0,29.6499996,0,0,0,47
2208,2.208087,0,29.6499996,0,0,0,47
2209,2.209092,0,29.6499996,0,0,0,47
2210,2.210090,0,29.6499996,0,0,0,47
2211,2.211091,0,29.6499996,0,0,0,47
2212,2.212089,0,29.6499996,0,0,0,47
2213,2.213090,0,29.6499996,0,0,0,47
2214,2.214088,0,29.6499996,0,0,0,47
2215,2.215090,0,29.6499996,0,0,0,47
2216,2.216103,0,29.6499996,0,0,0,47
2217,2.217092,0,29.6499996,0,0,0,47
2218,2.218085,0,29.6499996,0,0,0,47
2219,2.219086,0,29.6499996,0,0,0,47
2220,2.220088,0,29.6499996,0,0,0,47
2221,2.221086,0,29.6499996,0,0,0,47
2222,2.222087,0,29.6499996,0,0,0,47
2223,2.223085,0,29.6499996,0,0,0,47
2224,2.224087,0,29.6499996,0,0,0,47
2225,2.225085,0,29.6499996,0,0,0,47
2226,2.226086,0,29.6499996,0,0,0,47
2227,2.227100,0,29.6499996,0,0,0,47
2228,2.228090,0,29.6499996,0,0,0,47
2229,2.229086,0,29.6499996,0,0,0,47
2230,2.230085,0,29.6499996,0,0,0,47
2231,2.231087,0,29.6499996,0,0,0,47
2232,2.232085,0,29.6499996,0,0,0,47
2233,2.233087,0,29.6499996,0,0,0,47
2234,2.234085,0,29.6499996,0,0,0,47
2235,2.235087,0,29.6499996,0,0,0,47
2236,2.236086,0,29.6499996,0,0,0,47
2237,2.237088,0,29.6499996,0,0,0,47
2238,2.238114,0,29.6499996,0,0,0,47
2239,2.239091,0,29.6499996,0,0,0,47
2240,2.240089,0,29.6499996,0,0,0,47
2241,2.241092,0,29.6499996,0,0,0,47
2242,2.242090,0,29.6499996,0,0,0,47
2243,2.243092,0,29.6499996,0,0,0,47
2244,2.244090,0,29.6499996,0,0,0,47
2245,2.245092,0,29.6499996,0,0,0,47
2246,2.246091,0,29.6499996,0,0,0,47
2247,2.247093,0,29.6499996,0,0,0,47
2248,2.248219,0,29.6499996,0,0,0,47
2249,2.249086,0,29.6499996,0,0,0,47
2250,2.250106,0,29.6499996,0,0,0,47
2251,2.251086,0,29.6499996,0,0,0,47
2252,2.252089,0,29.6499996,0,0,0,47
2253,2.253087,0,29.6499996,0,0,0,47
2254,2.254089,0,29.6499996,0,0,0,47
2255,2.255088,0,29.6499996,0,0,0,47
2256,2.256090,0,29.6499996,0,0,0,47
2257,2.257088,0,29.6499996,0,0,0,47
2258,2.258088,0,29.6499996,0,0,0,47
2259,2.259089,0,29.6499996,0,0,0,47
2260,2.260090,0,29.6499996,0,0,0,47
2261,2.261088,0,29.6499996,0,0,0,47
2262,2.262129,0,29.6499996,0,0,0,47
2263,2.263091,0,29.6499996,0,0,0,47
2264,2.264093,0,29.6499996,0,0,0,47
2265,2.265091,0,29.6499996,0,0,0,47
2266,2.266092,0,29.6499996,0,0,0,47
2267,2.267090,0,29.6499996,0,0,0,47
2268,2.268091,0,29.6499996,0,0,0,47
2269,2.269092,0,29.6499996,0,0,0,47
2270,2.270093,0,29.6499996,0,0,0,47
2271,2.271092,0,29.6499996,0,0,0,47
2272,2.272093,0,29.6499996,0,0,0,47
2273,2.273091,0,29.6499996,0,0,0,47
2274,2.274106,0,29.6499996,0,0,0,47
2275,2.275086,0,29.6499996,0,0,0,47
2276,2.276088,0,29.6499996,0,0,0,47
2277,2.277086,0,29.6499996,0,0,0,47
2278,2.278087,0,29.6499996,0,0,0,47
2279,2.279088,0,29.6499996,0,0,0,47
2280,2.280090,0,29.6499996,0,0,0,47
2281,2.281088,0,29.6499996,0,0,0,47
2282,2.282089,0,29.6499996,0,0,0,47
2283,2.283087,0,29.6499996,0,0,0,47
2284,2.284088,0,29.6499996,0,0,0,47
2285,2.285101,0,29.6499996,0,0,0,47
2286,2.286090,0,29.6499996,0,0,0,47
2287,2.287092,0,29.6499996,0,0,0,47
2288,2.288090,0,29.6499996,0,0,0,47
2289,2.289085,0,29.6499996,0,0,0,47
2290,2.290092,0,29.6499996,0,0,0,47
2291,2.291085,0,29.6499996,0,0,0,47
2292,2.292092,0,29.6499996,0,0,0,47
2293,2.293085,0,29.6499996,0,0,0,47
2294,2.294092,0,29.6499996,0,0,0,47
2295,2.295086,0,29.6499996,0,0,0,47
2296,2.296107,0,29.6499996,0,0,0,47
2297,2.297107,0,29.6499996,0,0,0,47
2298,2.298087,0,29.6499996,0,0,0,47
2299,2.299093,0,29.6499996,0,0,0,47
2300,2.300091,0,29.6499996,0,0,0,47
2301,2.301093,0,29.6499996,0,0,0,47
2302,2.302091,0,29.6499996,0,0,0,47
2303,2.303093,0,29.6499996,0,0,0,47
2304,2.304092,0,29.6499996,0,0,0,47
2305,2.305085,0,29.6499996,0,0,0,47
2306,2.306103,0,29.6499996,0,0,0,47
2307,2.307092,0,29.6499996,0,0,0,47
2308,2.308196,0,29.6499996,0,0,0,47
2309,2.309089,0,29.6499996,0,0,0,47
2310,2.310092,0,29.6499996,0,0,0,47
2311,2.311090,0,29.6499996,0,0,0,47
2312,2.312092,0,29.6499996,0,0,0,47
2313,2.313091,0,29.6499996,0,0,0,47
2314,2.314093,0,29.6499996,0,0,0,47
2315,2.315091,0,29.6499996,0,0,0,47
2316,2.316093,0,29.6499996,0,0,0,47
2317,2.317091,0,29.6499996,0,0,0,47
2318,2.318093,0,29.6499996,0,0,0,47
2319,2.319128,0,29.6499996,0,0,0,47
2320,2.320085,0,29.6499996,0,0,0,47
2321,2.321087,0,29.6499996,0,0,0,47
2322,2.322089,0,29.6499996,0,0,0,47
2323,2.323086,0,29.6499996,0,0,0,47
2324,2.324087,0,29.6499996,0,0,0,47
2325,2.325085,0,29.6499996,0,0,0,47
2326,2.326086,0,29.6499996,0,0,0,47
2327,2.327085,0,29.6499996,0,0,0,47
2328,2.328086,0,29.6499996,0,0,0,47
2329,2.329087,0,29.6499996,0,0,0,47
2330,2.330089,0,29.6499996,0,0,0,47
2331,2.331107,0,29.6499996,0,0,0,47
2332,2.332087,0,29.6499996,0,0,0,47
2333,2.333089,0,29.6499996,0,0,0,47
2334,2.334087,0,29.6499996,0,0,0,47
2335,2.335088,0,29.6499996,0,0,0,47
2336,2.336086,0,29.6499996,0,0,0,47
2337,2.337088,0,29.6499996,0,0,0,47
2338,2.338086,0,29.6499996,0,0,0,47
2339,2.339090,0,29.6499996,0,0,0,47
2340,2.340088,0,29.6499996,0,0,0,47
2341,2.341105,0,29.6499996,0,0,0,47
2342,2.342090,0,29.6499996,0,0,0,47
2343,2.343089,0,29.6499996,0,0,0,47
2344,2.344090,0,29.6499996,0,0,0,47
2345,2.345088,0,29.6499996,0,0,0,47
2346,2.346090,0,29.6499996,0,0,0,47
2347,2.347088,0,29.6499996,0,0,0,47
2348,2.348089,0,29.6499996,0,0,0,47
2349,2.349091,0,29.6499996,0,0,0,47
2350,2.350092,0,29.6499996,0,0,0,47
2351,2.351090,0,29.6499996,0,0,0,47
2352,2.352091,0,29.6499996,0,0,0,47
2353,2.353103,0,29.6499996,0,0,0,47
2354,2.354092,0,29.6499996,0,0,0,47
2355,2.355085,0,29.6499996,0,0,0,47
2356,2.356104,0,29.6499996,0,0,0,47
2357,2.357093,0,29.6499996,0,0,0,47
2358,2.358086,0,29.6499996,0,0,0,47
2359,2.359088,0,29.6499996,0,0,0,47
2360,2.360090,0,29.6499996,0,0,0,47
2361,2.361088,0,29.6499996,0,0,0,47
2362,2.362090,0,29.6499996,0,0,0,47
2363,2.363089,0,29.6499996,0,0,0,47
2364,2.364104,0,29.6499996,0,0,0,47
2365,2.365093,0,29.6499996,0,0,0,47
2366,2.366087,0,29.6499996,0,0,0,47
2367,2.367085,0,29.6499996,0,0,0,47
2368,2.368087,0,29.6499996,0,0,0,47
2369,2.369089,0,29.6499996,0,0,0,47
2370,2.370091,0,29.6499996,0,0,0,47
2371,2.371089,0,29.6499996,0,0,0,47
2372,2.372091,0,29.6499996,0,0,0,47
2373,2.373090,0,29.6499996,0,0,0,47
2374,2.374091,0,29.6499996,0,0,0,47
2375,2.375104,0,29.6499996,0,0,0,47
2376,2.376093,0,29.6499996,0,0,0,47
2377,2.377087,0,29.6499996,0,0,0,47
2378,2.378085,0,29.6499996,0,0,0,47
2379,2.379090,0,29.6499996,0,0,0,47
2380,2.380089,0,29.6499996,0,0,0,47
2381,2.381091,0,29.6499996,0,0,0,47
2382,2.382089,0,29.6499996,0,0,0,47
2383,2.383091,0,29.6499996,0,0,0,47
2384,2.384090,0,29.6499996,0,0,0,47
2385,2.385116,0,29.6499996,0,0,0,47
2386,2.386101,0,29.6499996,0,0,0,47
2387,2.387090,0,29.6499996,0,0,0,47
2388,2.388092,0,29.6499996,0,0,0,47
2389,2.389093,0,29.6499996,0,0,0,47
2390,2.390093,0,29.6499996,0,0,0,47
2391,2.391092,0,29.6499996,0,0,0,47
2392,2.392093,0,29.6499996,0,0,0,47
2393,2.393091,0,29.6499996,0,0,0,47
2394,2.394092,0,29.6499996,0,0,0,47
2395,2.395090,0,29.6499996,0,0,0,47
2396,2.396091,0,29.6499996,0,0,0,47
2397,2.397150,0,29.6499996,0,0,0,47
2398,2.398092,0,29.6499996,0,0,0,47
2399,2.399102,0,29.6499996,0,0,0,47
2400,2.400091,0,29.6499996,0,0,0,47
2401,2.401093,0,29.6499996,0,0,0,47
2402,2.402091,0,29.6499996,0,0,0,47
2403,2.403092,0,29.6499996,0,0,0,47
2404,2.404090,0,29.6499996,0,0,0,47
2405,2.405091,0,29.6499996,0,0,0,47
2406,2.406089,0,29.6499996,0,0,0,47
2407,2.407091,0,29.6499996,0,0,0,47
2408,2.408130,0,29.6499996,0,0,0,47
2409,2.409250,0,29.6499996,0,0,0,47
2410,2.410089,0,29.6499996,0,0,0,47
2411,2.411090,0,29.6499996,0,0,0,47
2412,2.412088,0,29.6499996,0,0,0,47
2413,2.413090,0,29.6499996,0,0,0,47
2414,2.414088,0,29.6499996,0,0,0,47
2415,2.415090,0,29.6499996,0,0,0,47
2416,2.416088,0,29.6499996,0,0,0,47
2417,2.417089,0,29.6499996,0,0,0,47
2418,2.418087,0,29.6499996,0,0,0,47
2419,2.419091,0,29.6499996,0,0,0,47
2420,2.420104,0,29.6499996,0,0,0,47
2421,2.421093,0,29.6499996,0,0,0,47
2422,2.422086,0,29.6499996,0,0,0,47
2423,2.423093,0,29.6499996,0,0,0,47
2424,2.424086,0,29.6499996,0,0,0,47
2425,2.425085,0,29.6499996,0,0,0,47
2426,2.426087,0,29.6499996,0,0,0,47
2427,2.427085,0,29.6499996,0,0,0,47
2428,2.428087,0,29.6499996,0,0,0,47
2429,2.429089,0,29.6499996,0,0,0,47
2430,2.430091,0,29.6499996,0,0,0,47
2431,2.431105,0,29.6499996,0,0,0,47
2432,2.432086,0,29.6499996,0,0,0,47
2433,2.433088,0,29.6499996,0,0,0,47
2434,2.434087,0,29.6499996,0,0,0,47
2435,2.435089,0,29.6499996,0,0,0,47
2436,2.436087,0,29.6499996,0,0,0,47
2437,2.437089,0,29.6499996,0,0,0,47
2438,2.438087,0,29.6499996,0,0,0,47
2439,2.439092,0,29.6499996,0,0,0,47
2440,2.440091,0,29.6499996,0,0,0,47
2441,2.441093,0,29.6499996,0,0,0,47
2442,2.442105,0,29.6499996,0,0,0,47
2443,2.443091,0,29.6499996,0,0,0,47
2444,2.444090,0,29.6499996,0,0,0,47
2445,2.445092,0,29.6499996,0,0,0,47
2446,2.446091,0,29.6499996,0,0,0,47
2447,2.447093,0,29.6499996,0,0,0,47
2448,2.448091,0,29.6499996,0,0,0,47
2449,2.449087,0,29.6499996,0,0,0,47
2450,2.450086,0,29.6499996,0,0,0,47
2451,2.451088,0,29.6499996,0,0,0,47
2452,2.452086,0,29.6499996,0,0,0,47
2453,2.453088,0,29.6499996,0,0.00915518589,0.00915518589,47
2454,2.454106,0,29.6499996,0,0,0,47
2455,2.455086,0,29.6499996,0,0,0,47
2456,2.456088,0,29.6499996,0,0,0,47
2457,2.457086,0,29.6499996,0,0,0,47
2458,2.458087,0,29.6499996,0,0,0,47
2459,2.459088,0,29.6499996,0,0,0,47
2460,2.460089,0,29.6499996,0,0,0,47
2461,2.461087,0,29.6499996,0,0,0,47
2462,2.462089,0,29.6499996,0,0,0,47
2463,2.463087,0,29.6499996,0,0,0,47
2464,2.464113,0,29.6499996,0,0,0,47
2465,2.465101,0,29.6499996,0,0,0,47
2466,2.466106,0,29.6499996,0,-0.00901213568,-0.00901213568,47
2467,2.467086,0,29.6499996,0,0,0,47
2468,2.468088,0,29.6499996,0,0,0,47
2469,2.469089,0,29.6499996,0,0,0,47
2470,2.470090,0,29.6499996,0,0,0,47
2471,2.471089,0,29.6499996,0,0,0,47
2472,2.472090,0,29.6499996,0,0,0,47
2473,2.473088,0,29.6499996,0,0,0,47
2474,2.474089,0,29.6499996,0,0,0,47
2475,2.475087,0,29.6499996,0,0,0,47
2476,2.476089,0,29.6499996,0,0,0,47
2477,2.477105,0,29.6499996,0,0,0,47
2478,2.478085,0,29.6499996,0,0,0,47
2479,2.479090,0,29.6499996,0,0,0,47
2480,2.480088,0,29.6499996,0,0.00930285081,0.00930285081,47
2481,2.481089,0,29.6499996,0,0,0,47
2482,2.482087,0,29.6499996,0,0,0,47
2483,2.483089,0,29.6499996,0,0,0,47
2484,2.484087,0,29.6499996,0,0,0,47
2485,2.485088,0,29.6499996,0,0,0,47
2486,2.486086,0,29.6499996,0,0,0,47
2487,2.487088,0,29.6499996,0,0,0,47
2488,2.488101,0,29.6499996,0,0,0,47
2489,2.489087,0,29.6499996,0,0,0,47
2490,2.490085,0,29.6499996,0,0,0,47
2491,2.491087,0,29.6499996,0,0,0,47
2492,2.492086,0,29.6499996,0,0,0,47
2493,2.493088,0,29.6499996,0,-0.00894227531,-0.00894227531,47
2494,2.494087,0,29.6499996,0,0,0,47
2495,2.495089,0,29.6499996,0,0,0,47
2496,2.496087,0,29.6499996,0,0,0,47
2497,2.497089,0,29.6499996,0,0,0,47
2498,2.498087,0,29.6499996,0,0,0,47
2499,2.499092,0,29.6499996,0,0,0,47
2500,2.500103,0,29.6499996,0,0,0,47
2501,2.501093,0,29.6499996,0,0,0,47
2502,2.502086,0,29.6499996,0,0,0,47
2503,2.503085,0,29.6499996,0,0,0,47
2504,2.504087,0,29.6499996,0,0,0,47
2505,2.505085,0,29.6499996,0,0,0,47
2506,2.506087,0,29.6499996,0,0,0,47
2507,2.507105,0,29.6499996,0,0,0,47
2508,2.508085,0,29.6499996,0,0,0,47
2509,2.509091,0,29.6499996,0,0,0,47
2510,2.510121,0,29.6499996,0,0,0,47
2511,2.511088,0,29.6499996,0,0,0,47
2512,2.512086,0,29.6499996,0,0,0,47
2513,2.513089,0,29.6499996,0,0,0,47
2514,2.514087,0,29.6499996,0,0,0,47
2515,2.515089,0,29.6499996,0,0,0,47
2516,2.516088,0,29.6499996,0,0,0,47
2517,2.517089,0,29.6499996,0,0,0,47
2518,2.518088,0,29.6499996,0,0,0,47
2519,2.519093,0,29.6499996,0,0,0,47
2520,2.520090,0,29.6499996,0,0,0,47
2521,2.521091,0,29.6499996,0,0,0,47
2522,2.522103,0,29.6499996,0,0,0,47
2523,2.523092,0,29.6499996,0,0,0,47
2524,2.524085,0,29.6499996,0,0,0,47
2525,2.525101,0,29.6499996,0,0,0,47
2526,2.526091,0,29.6499996,0,0,0,47
2527,2.527092,0,29.6499996,0,0,0,47
2528,2.528090,0,29.6499996,0,0,0,47
2529,2.529086,0,29.6499996,0,0,0,47
2530,2.530093,0,29.6499996,0,0,0,47
2531,2.531085,0,29.6499996,0,0,0,47
2532,2.532092,0,29.6499996,0,0,0,47
2533,2.533120,0,29.6499996,0,0,0,47
2534,2.534092,0,29.6499996,0,0,0,47
2535,2.535091,0,29.6499996,0,0,0,47
2536,2.536092,0,29.6499996,0,0,0,47
2537,2.537090,0,29.6499996,0,0,0,47
2538,2.538092,0,29.6499996,0,0,0,47
2539,2.539093,0,29.6499996,0,0,0,47
2540,2.540085,0,29.6499996,0,0,0,47
2541,2.541092,0,29.6499996,0,0,0,47
2542,2.542093,0,29.6499996,0,0,0,47
2543,2.543092,0,29.6499996,0,0,0,47
2544,2.544093,0,29.6499996,0,0,0,47
2545,2.545116,0,29.6499996,0,0,0,47
2546,2.546085,0,29.6499996,0,0,0,47
2547,2.547092,0,29.6499996,0,0,0,47
2548,2.548085,0,29.6499996,0,0,0,47
2549,2.549086,0,29.6499996,0,0,0,47
2550,2.550088,0,29.6499996,0,0,0,47
2551,2.551086,0,29.6499996,0,0,0,47
2552,2.552088,0,29.6499996,0,0,0,47
2553,2.553086,0,29.6499996,0,0,0,47
2554,2.554087,0,29.6499996,0,0,0,47
2555,2.555086,0,29.6499996,0,0,0,47
2556,2.556166,0,29.6499996,0,0,0,47
2557,2.557089,0,29.6499996,0,0,0,47
2558,2.558090,0,29.6499996,0,0,0,47
2559,2.559086,0,29.6499996,0,0,0,47
2560,2.560085,0,29.6499996,0,0,0,47
2561,2.561087,0,29.6499996,0,0,0,47
2562,2.562085,0,29.6499996,0,0,0,47
2563,2.563087,0,29.6499996,0,0,0,47
2564,2.564086,0,29.6499996,0,0,0,47
2565,2.565088,0,29.6499996,0,0,0,47
2566,2.566087,0,29.6499996,0,0,0,47
2567,2.567224,0,29.6499996,0,0,0,47
2568,2.568131,0,29.6499996,0,0,0,47
2569,2.569086,0,29.6499996,0,0,0,47
2570,2.570087,0,29.6499996,0,0,0,47
2571,2.571089,0,29.6499996,0,0,0,47
2572,2.572088,0,29.6499996,0,0,0,47
2573,2.573089,0,29.6499996,0,0,0,47
2574,2.574088,0,29.6499996,0,0,0,47
2575,2.575090,0,29.6499996,0,0,0,47
2576,2.576089,0,29.6499996,0,0,0,47
2577,2.577106,0,29.6499996,0,0,0,47
2578,2.578087,0,29.6499996,0,0,0,47
2579,2.579092,0.00894227531,29.6499996,0.00894227531,0,0,47
2580,2.580128,0,29.6499996,0,0,0,47
2581,2.581089,-0.00901213568,29.6499996,-0.00901213568,0,0,47
2582,2.582087,0,29.6499996,0,0,0,47
2583,2.583090,0,29.6499996,0,0,0,47
2584,2.584088,0,29.6499996,0,0,0,47
2585,2.585089,0,29.6499996,0,0,0,47
2586,2.586087,0,29.6499996,0,0,0,47
2587,2.587088,0,29.6499996,0,0,0,47
2588,2.588086,0,29.6499996,0,0,0,47
2589,2.589091,0,29.6499996,0,0,0,47
2590,2.590089,0,29.6499996,0,0,0,47
2591,2.591105,0,29.6499996,0,0,0,47
2592,2.592089,0,29.6499996,0,0,0,47
2593,2.593087,0,29.6499996,0,0,0,47
2594,2.594088,0,29.6499996,0,0,0,47
2595,2.595086,0,29.6499996,0,0,0,47
2596,2.596088,0,29.6499996,0,0,0,47
2597,2.597086,0,29.6499996,0,0,0,47
2598,2.598088,0,29.6499996,0,0,0,47
2599,2.599089,0,29.6499996,0,0,0,47
2600,2.600090,0,29.6499996,0,0,0,47
2601,2.601088,0,29.6499996,0,0,0,47
2602,2.602126,0,29.6499996,0,0,0,47
2603,2.603090,0,29.6499996,0,0,0,47
2604,2.604088,0,29.6499996,0,0,0,47
2605,2.605089,0,29.6499996,0,0,0,47
2606,2.606087,0,29.6499996,0,0,0,47
2607,2.607089,0,29.6499996,0,0,0,47
2608,2.608087,0,29.6499996,0,0,0,47
2609,2.609091,0,29.6499996,0,0,0,47
2610,2.610089,0,29.6499996,0,0,0,47
2611,2.611090,0,29.6499996,0,0,0,47
2612,2.612088,0,29.6499996,0,0,0,47
2613,2.613090,0,29.6499996,0,0,0,47
2614,2.614125,0,29.6499996,0,0,0,47
2615,2.615085,0,29.6499996,0,0,0,47
2616,2.616092,0,29.6499996,0,0,0,47
2617,2.617154,0,29.6499996,0,0,0,47
2618,2.618089,0,29.6499996,0,0,0,47
2619,2.619093,0,29.6499996,0,0,0,47
2620,2.620092,0,29.6499996,0,0,0,47
2621,2.621085,0,29.6499996,0,0,0,47
2622,2.622092,0,29.6499996,0,0,0,47
2623,2.623085,0,29.6499996,0,0,0,47
2624,2.624093,0.00901213568,29.6499996,0.00901213568,0,0,47
2625,2.625121,0,29.6499996,0,0,0,47
2626,2.626092,0,29.6499996,0,0,0,47
2627,2.627091,0,29.6499996,0,0,0,47
2628,2.628093,0,29.6499996,0,0,0,47
2629,2.629085,0,29.6499996,0,0,0,47
2630,2.630087,-0.00930285081,29.6499996,-0.00930285081,0,0,47
2631,2.631086,0,29.6499996,0,0,0,47
2632,2.632088,0,29.6499996,0,0,0,47
2633,2.633087,0,29.6499996,0,0,0,47
2634,2.634089,0,29.6499996,0,0,0,47
2635,2.635087,0,29.6499996,0,0,0,47
2636,2.636089,0,29.6499996,0,0,0,47
2637,2.637124,0,29.6499996,0,0,0,47
2638,2.638258,0,29.6499996,0,0,0,47
2639,2.639089,0,29.6499996,0,0,0,47
2640,2.640091,0,29.6499996,0,0,0,47
2641,2.641089,0,29.6499996,0,0,0,47
2642,2.642091,0,29.6499996,0,0,0,47
2643,2.643090,0,29.6499996,0,0,0,47
2644,2.644092,0,29.6499996,0,0,0,47
2645,2.645090,0,29.6499996,0,0,0,47
2646,2.646092,0,29.6499996,0,0,0,47
2647,2.647091,0,29.6499996,0,0,0,47
2648,2.648093,0,29.6499996,0,0,0,47
2649,2.649161,0,29.6499996,0,0,0,47
2650,2.650091,0,29.6499996,0,0,0,47
2651,2.651091,0,29.6499996,0,0,0,47
2652,2.652092,0,29.6499996,0,0,0,47
2653,2.653090,0,29.6499996,0,0,0,47
2654,2.654091,0,29.6499996,0,0,0,47
2655,2.655090,0,29.6499996,0,0,0,47
2656,2.656091,0,29.6499996,0,0,0,47
2657,2.657089,0,29.6499996,0,0,0,47
2658,2.658090,0,29.6499996,0,0,0,47
2659,2.659091,0,29.6499996,0,0,0,47
2660,2.660092,0,29.6499996,0,0,0,47
2661,2.661091,0,29.6499996,0,0,0,47
2662,2.662120,0,29.6499996,0,0,0,47
2663,2.663090,0,29.6499996,0,0,0,47
2664,2.664088,0,29.6499996,0,0,0,47
2665,2.665089,0,29.6499996,0,0,0,47
2666,2.666087,0,29.6499996,0,0,0,47
2667,2.667089,0,29.6499996,0,0,0,47
2668,2.668087,0,29.6499996,0,0,0,47
2669,2.669091,0,29.6499996,0,0,0,47
2670,2.670089,0,29.6499996,0,0,0,47
2671,2.671091,0,29.6499996,0,0,0,47
2672,2.672089,0,29.6499996,0,0,0,47
2673,2.673090,0,29.6499996,0,0,0,47
2674,2.674125,0,29.6499996,0,0,0,47
2675,2.675090,0,29.6499996,0,0,0,47
2676,2.676088,0,29.6499996,0,0,0,47
2677,2.677090,0,29.6499996,0,0,0,47
2678,2.678088,0,29.6499996,0,0,0,47
2679,2.679093,0,29.6499996,0,0,0,47
2680,2.680091,0,29.6499996,0,0,0,47
2681,2.681092,0,29.6499996,0,0,0,47
2682,2.682090,0,29.6499996,0,0,0,47
2683,2.683091,0,29.6499996,0,0,0,47
2684,2.684089,0,29.6499996,0,0,0,47
2685,2.685090,0,29.6499996,0,0,0,47
2686,2.686171,0,29.6499996,0,0,0,47
2687,2.687089,0,29.6499996,0,0,0,47
2688,2.688091,0,29.6499996,0,0,0,47
2689,2.689093,0,29.6499996,0,0,0,47
2690,2.690085,0,29.6499996,0,0,0,47
2691,2.691093,0,29.6499996,0,0,0,47
2692,2.692086,0,29.6499996,0,0,0,47
2693,2.693093,0,29.6499996,0,0,0,47
2694,2.694086,0,29.6499996,0,0,0,47
2695,2.695085,0,29.6499996,0,0,0,47
2696,2.696087,0,29.6499996,0,0,0,47
2697,2.697101,0,29.6499996,0,0,0,47
2698,2.698091,0,29.6499996,0,0,0,47
2699,2.699099,0,29.6499996,0,0,0,47
2700,2.700089,0,29.6499996,0,0,0,47
2701,2.701091,0,29.6499996,0,0,0,47
2702,2.702090,0,29.6499996,0,0,0,47
2703,2.703092,0,29.6499996,0,0,0,47
2704,2.704090,0,29.6499996,0,0,0,47
2705,2.705092,0,29.6499996,0,0,0,47
2706,2.706090,0,29.6499996,0,0,0,47
2707,2.707092,0,29.6499996,0,0,0,47
2708,2.708091,0,29.6499996,0,0,0,47
2709,2.709134,0,29.6499996,0,0,0,47
2710,2.710092,0,29.6499996,0,0,0,47
2711,2.711093,0,29.6499996,0,0,0,47
2712,2.712086,0,29.6499996,0,0,0,47
2713,2.713093,0,29.6499996,0,0,0,47
2714,2.714086,0,29.6499996,0,0,0,47
2715,2.715085,0,29.6499996,0,0,0,47
2716,2.716086,0,29.6499996,0,0,0,47
2717,2.717092,0,29.6499996,0,0,0,47
2718,2.718093,0,29.6499996,0,0,0,47
2719,2.719086,0,29.6499996,0,0,0,47
2720,2.720087,0,29.6499996,0,0,0,47
2721,2.721160,0,29.6499996,0,0,0,47
2722,2.722086,0,29.6499996,0,0,0,47
2723,2.723088,0,29.6499996,0,0,0,47
2724,2.724086,0,29.6499996,0,0,0,47
2725,2.725087,0,29.6499996,0,0,0,47
2726,2.726085,0,29.6499996,0,0,0,47
2727,2.727188,0,29.6499996,0,0,0,47
2728,2.728087,0,29.6499996,0,0,0,47
2729,2.729092,0,29.6499996,0,0,0,47
2730,2.730089,0,29.6499996,0,0,0,47
2731,2.731124,0,29.6499996,0,0,0,47
2732,2.732090,0,29.6499996,0,0,0,47
2733,2.733088,0,29.6499996,0,0,0,47
2734,2.734089,0,29.6499996,0,0,0,47
2735,2.735088,0,29.6499996,0,0,0,47
2736,2.736089,0,29.6499996,0,0,0,47
2737,2.737087,0,29.6499996,0,0,0,47
2738,2.738088,0,29.6499996,0,0,0,47
2739,2.739089,0,29.6499996,0,0,0,47
2740,2.740090,0,29.6499996,0,0,0,47
2741,2.741088,0,29.6499996,0,0,0,47
2742,2.742204,0,29.6499996,0,0,0,47
2743,2.743085,0,29.6499996,0,0,0,47
2744,2.744086,0,29.6499996,0,0,0,47
2745,2.745088,0,29.6499996,0,0,0,47
2746,2.746086,0,29.6499996,0,0,0,47
2747,2.747087,0,29.6499996,0,0,0,47
2748,2.748085,0,29.6499996,0,0,0,47
2749,2.749090,0,29.6499996,0,0,0,47
2750,2.750088,0,29.6499996,0,0,0,47
2751,2.751090,0,29.6499996,0,0,0,47
2752,2.752089,0,29.6499996,0,0,0,47
2753,2.753091,0,29.6499996,0,0,0,47
2754,2.754126,0,29.6499996,0,0,0,47
2755,2.755141,0,29.6499996,0,0,0,47
