Index,Time,((Shoot_Control).feed_ang).ref,((Shoot_Control).feed_ang).fdb,(AutoAim_Control).buff_pitch
12394,12.394382,38.3244629,38.2897949,0
12395,12.395382,38.3244629,38.2897949,0
12396,12.396386,38.3244629,38.2897949,0
12397,12.397385,38.3244629,38.2897949,0
12398,12.398384,38.3244629,38.2897949,0
12399,12.399383,38.3244629,38.2897949,0
12400,12.400379,38.3244629,38.2897949,0
12401,12.401451,38.3244629,38.2897949,0
12402,12.402383,38.3244629,38.2897949,0
12403,12.403380,38.3244629,38.2897949,0
12404,12.404380,38.3244629,38.2897949,0
12405,12.405385,38.3244629,38.2897949,0
12406,12.406385,38.3244629,38.2897949,0
12407,12.407382,38.3244629,38.2897949,0
12408,12.408385,38.3244629,38.2897949,0
12409,12.409382,38.3244629,38.2897949,0
12410,12.410382,38.3244629,38.2897949,0
12411,12.411444,38.3244629,38.2897949,0
12412,12.412386,38.3244629,38.2897949,0
12413,12.413386,38.3244629,38.2897949,0
12414,12.414383,38.3244629,38.2897949,0
12415,12.415383,38.3244629,38.2897949,0
12416,12.416380,38.3244629,38.2897949,0
12417,12.417380,38.3244629,38.2897949,0
12418,12.418380,38.3244629,38.2897949,0
12419,12.419380,38.3244629,38.2897949,0
12420,12.420385,38.3244629,38.2897949,0
12421,12.421385,38.3244629,38.2897949,0
12422,12.422382,38.3244629,38.2897949,0
12423,12.423399,38.3244629,38.2897949,0
12424,12.424383,38.3244629,38.2897949,0
12425,12.425380,38.3244629,38.2897949,0
12426,12.426380,38.3244629,38.2897949,0
12427,12.427384,38.3244629,38.2897949,0
12428,12.428380,38.3244629,38.2897949,0
12429,12.429385,38.3244629,38.2897949,0
12430,12.430385,38.3244629,38.2897949,0
12431,12.431382,38.3244629,38.2897949,0
12432,12.432381,38.3244629,38.2897949,0
12433,12.433384,38.3244629,38.2897949,0
12434,12.434399,38.3244629,38.2897949,0
12435,12.435397,38.3244629,38.2897949,0
12436,12.436380,38.3244629,38.2897949,0
12437,12.437384,38.3244629,38.2897949,0
12438,12.438379,38.3244629,38.2897949,0
12439,12.439383,38.3244629,38.2897949,0
12440,12.440382,38.3244629,38.2897949,0
12441,12.441386,38.3244629,38.2897949,0
12442,12.442386,38.3244629,38.2897949,0
12443,12.443381,38.3244629,38.2897949,0
12444,12.444381,38.3244629,38.2897949,0
12445,12.445428,38.3244629,38.2897949,0
12446,12.446383,38.3244629,38.2897949,0
12447,12.447379,38.3244629,38.2897949,0
12448,12.448382,38.3244629,38.2897949,0
12449,12.449386,38.3244629,38.2897949,0
12450,12.450385,38.3244629,38.2897949,0
12451,12.451381,38.3244629,38.2897949,0
12452,12.452380,38.3244629,38.2897949,0
12453,12.453384,38.3244629,38.2897949,0
12454,12.454384,38.3244629,38.2897949,0
12455,12.455380,38.3244629,38.2897949,0
12456,12.456396,38.3244629,38.2897949,0
12457,12.457380,38.3244629,38.2897949,0
12458,12.458379,38.3244629,38.2897949,0
12459,12.459386,38.3244629,38.2897949,0
12460,12.460382,38.3244629,38.2897949,0
12461,12.461381,38.3244629,38.2897949,0
12462,12.462385,38.3244629,38.2897949,0
12463,12.463385,38.3244629,38.2897949,0
12464,12.464381,38.3244629,38.2897949,0
12465,12.465380,38.3244629,38.2897949,0
12466,12.466416,38.3244629,38.2897949,0
12467,12.467400,38.3244629,38.2897949,0
12468,12.468379,38.3244629,38.2897949,0
12469,12.469384,38.3244629,38.2897949,0
12470,12.470384,38.3244629,38.2897949,0
12471,12.471381,38.3244629,38.2897949,0
12472,12.472381,38.3244629,38.2897949,0
12473,12.473386,38.3244629,38.2897949,0
12474,12.474386,38.3244629,38.2897949,0
12475,12.475383,38.3244629,38.2897949,0
12476,12.476383,38.3244629,38.2897949,0
12477,12.477379,38.3244629,38.2897949,0
12478,12.478398,38.3244629,38.2897949,0
12479,12.479382,38.3244629,38.2897949,0
12480,12.480379,38.3244629,38.2897949,0
12481,12.481379,38.3244629,38.2897949,0
12482,12.482384,38.3244629,38.2897949,0
12483,12.483384,38.3244629,38.2897949,0
12484,12.484381,38.3244629,38.2897949,0
12485,12.485380,38.3244629,38.2897949,0
12486,12.486385,38.3244629,38.2897949,0
12487,12.487386,38.3244629,38.2897949,0
12488,12.488431,38.3244629,38.2897949,0
12489,12.489396,38.3244629,38.2897949,0
12490,12.490380,38.3244629,38.2897949,0
12491,12.491385,38.3244629,38.2897949,0
12492,12.492385,38.3244629,38.2897949,0
12493,12.493382,38.3244629,38.2897949,0
12494,12.494382,38.3244629,38.2897949,0
12495,12.495387,38.3244629,38.2897949,0
12496,12.496387,38.3244629,38.2897949,0
12497,12.497383,38.3244629,38.2897949,0
12498,12.498385,38.3244629,38.2897949,0
12499,12.499380,38.3244629,38.2897949,0
12500,12.500464,38.3244629,38.2897949,0
12501,12.501379,38.3244629,38.2897949,0
12502,12.502383,38.3244629,38.2897949,0
12503,12.503382,38.3244629,38.2897949,0
12504,12.504386,38.3244629,38.2897949,0
12505,12.505386,38.3244629,38.2897949,0
12506,12.506382,38.3244629,38.2897949,0
12507,12.507381,38.3244629,38.2897949,0
12508,12.508380,38.3244629,38.2897949,0
12509,12.509379,38.3244629,38.2897949,0
12510,12.510452,38.3244629,38.2897949,0
12511,12.511386,38.3244629,38.2897949,0
12512,12.512386,38.3244629,38.2897949,0
12513,12.513382,38.3244629,38.2897949,0
12514,12.514381,38.3244629,38.2897949,0
12515,12.515385,38.3244629,38.2897949,0
12516,12.516384,38.3244629,38.2897949,0
12517,12.517380,38.3244629,38.2897949,0
12518,12.518383,38.3244629,38.2897949,0
12519,12.519379,38.3244629,38.2897949,0
12520,12.520386,38.3244629,38.2897949,0
12521,12.521382,38.3244629,38.2897949,0
12522,12.522401,38.3244629,38.2897949,0
12523,12.523384,38.3244629,38.2897949,0
12524,12.524380,38.3244629,38.2897949,0
12525,12.525379,38.3244629,38.2897949,0
12526,12.526383,38.3244629,38.2897949,0
12527,12.527383,38.3244629,38.2897949,0
12528,12.528382,38.3244629,38.2897949,0
12529,12.529381,38.3244629,38.2897949,0
12530,12.530385,38.3244629,38.2897949,0
12531,12.531384,38.3244629,38.2897949,0
12532,12.532397,38.3244629,38.2897949,0
12533,12.533381,38.3244629,38.2897949,0
12534,12.534386,38.3244629,38.2897949,0
12535,12.535386,38.3244629,38.2897949,0
12536,12.536383,38.3244629,38.2897949,0
12537,12.537383,38.3244629,38.2897949,0
12538,12.538383,38.3244629,38.2897949,0
12539,12.539383,38.3244629,38.2897949,0
12540,12.540380,38.3244629,38.2897949,0
12541,12.541380,38.3244629,38.2897949,0
12542,12.542418,38.3244629,38.2897949,0
12543,12.543395,38.3244629,38.2897949,0
12544,12.544379,38.3244629,38.2897949,0
12545,12.545577,38.3244629,38.2897949,0
12546,12.546297,38.3244629,38.2897949,0
12547,12.547379,38.3244629,38.2897949,0
12548,12.548379,38.3244629,38.2897949,0
12549,12.549379,38.3244629,38.2897949,0
12550,12.550384,38.3244629,38.2897949,0
12551,12.551384,38.3244629,38.2897949,0
12552,12.552381,38.3244629,38.2897949,0
12553,12.553381,38.3244629,38.2897949,0
12554,12.554395,38.3244629,38.2897949,0
12555,12.555379,38.3244629,38.2897949,0
12556,12.556384,38.3244629,38.2897949,0
12557,12.557384,38.3244629,38.2897949,0
12558,12.558384,38.3244629,38.2897949,0
12559,12.559384,38.3244629,38.2897949,0
12560,12.560381,38.3244629,38.2897949,0
12561,12.561381,38.3244629,38.2897949,0
12562,12.562385,38.3244629,38.2897949,0
12563,12.563385,38.3244629,38.2897949,0
12564,12.564399,38.3244629,38.2897949,0
12565,12.565382,38.3244629,38.2897949,0
12566,12.566386,38.3244629,38.2897949,0
12567,12.567385,38.3244629,38.2897949,0
12568,12.568384,38.3244629,38.2897949,0
12569,12.569384,38.3244629,38.2897949,0
12570,12.570380,38.3244629,38.2897949,0
12571,12.571379,38.3244629,38.2897949,0
12572,12.572383,38.3244629,38.2897949,0
12573,12.573382,38.3244629,38.2897949,0
12574,12.574386,38.3244629,38.2897949,0
12575,12.575385,38.3244629,38.2897949,0
12576,12.576395,38.3244629,38.2897949,0
12577,12.577386,38.3244629,38.2897949,0
12578,12.578385,38.3244629,38.2897949,0
12579,12.579385,38.3244629,38.2897949,0
12580,12.580381,38.3244629,38.2897949,0
12581,12.581380,38.3244629,38.2897949,0
12582,12.582384,38.3244629,38.2897949,0
12583,12.583383,38.3244629,38.2897949,0
12584,12.584379,38.3244629,38.2897949,0
12585,12.585386,38.3244629,38.2897949,0
12586,12.586382,38.3244629,38.2897949,0
12587,12.587398,38.3244629,38.2897949,0
12588,12.588384,38.3244629,38.2897949,0
12589,12.589381,38.3244629,38.2897949,0
12590,12.590380,38.3244629,38.2897949,0
12591,12.591384,38.3244629,38.2897949,0
12592,12.592383,38.3244629,38.2897949,0
12593,12.593379,38.3244629,38.2897949,0
12594,12.594379,38.3244629,38.2897949,0
12595,12.595383,38.3244629,38.2897949,0
12596,12.596382,38.3244629,38.2897949,0
12597,12.597398,38.3244629,38.2897949,0
12598,12.598400,38.3244629,38.2897949,0
12599,12.599384,38.3244629,38.2897949,0
12600,12.600381,38.3244629,38.2897949,0
12601,12.601381,38.3244629,38.2897949,0
12602,12.602386,38.3244629,38.2897949,0
12603,12.603386,38.3244629,38.2897949,0
12604,12.604382,38.3244629,38.2897949,0
12605,12.605382,38.3244629,38.2897949,0
12606,12.606379,38.3244629,38.2897949,0
12607,12.607379,38.3244629,38.2897949,0
12608,12.608483,38.3244629,38.2897949,0
12609,12.609382,38.3244629,38.2897949,0
12610,12.610379,38.3244629,38.2897949,0
12611,12.611379,38.3244629,38.2897949,0
12612,12.612384,38.3244629,38.2897949,0
12613,12.613384,38.3244629,38.2897949,0
12614,12.614381,38.3244629,38.2897949,0
12615,12.615381,38.3244629,38.2897949,0
12616,12.616386,38.3244629,38.2897949,0
12617,12.617386,38.3244629,38.2897949,0
12618,12.618385,38.3244629,38.2897949,0
12619,12.619385,38.3244629,38.2897949,0
12620,12.620396,38.3244629,38.2897949,0
12621,12.621380,38.3244629,38.2897949,0
12622,12.622385,38.3244629,38.2897949,0
12623,12.623385,38.3244629,38.2897949,0
12624,12.624382,38.3244629,38.2897949,0
12625,12.625382,38.3244629,38.2897949,0
12626,12.626379,38.3244629,38.2897949,0
12627,12.627387,38.3244629,38.2897949,0
12628,12.628386,38.3244629,38.2897949,0
12629,12.629385,38.3244629,38.2897949,0
12630,12.630399,38.3244629,38.2897949,0
12631,12.631382,38.3244629,38.2897949,0
12632,12.632386,38.3244629,38.2897949,0
12633,12.633386,38.3244629,38.2897949,0
12634,12.634381,38.3244629,38.2897949,0
12635,12.635381,38.3244629,38.2897949,0
12636,12.636385,38.3244629,38.2897949,0
12637,12.637384,38.3244629,38.2897949,0
12638,12.638383,38.3244629,38.2897949,0
12639,12.639382,38.3244629,38.2897949,0
12640,12.640439,38.3244629,38.2897949,0
12641,12.641380,38.3244629,38.2897949,0
12642,12.642382,38.3244629,38.2897949,0
12643,12.643386,38.3244629,38.2897949,0
12644,12.644385,38.3244629,38.2897949,0
12645,12.645381,38.3244629,38.2897949,0
12646,12.646380,38.3244629,38.2897949,0
12647,12.647384,38.3244629,38.2897949,0
12648,12.648379,38.3244629,38.2897949,0
12649,12.649383,38.3244629,38.2897949,0
12650,12.650382,38.3244629,38.2897949,0
12651,12.651386,38.3244629,38.2897949,0
12652,12.652422,38.3244629,38.2897949,0
12653,12.653381,38.3244629,38.2897949,0
12654,12.654383,38.3244629,38.2897949,0
12655,12.655379,38.3244629,38.2897949,0
12656,12.656386,38.3244629,38.2897949,0
12657,12.657382,38.3244629,38.2897949,0
12658,12.658385,38.3244629,38.2897949,0
12659,12.659381,38.3244629,38.2897949,0
12660,12.660380,38.3244629,38.2897949,0
12661,12.661384,38.3244629,38.2897949,0
12662,12.662384,38.3244629,38.2897949,0
12663,12.663424,38.3244629,38.2897949,0
12664,12.664385,38.3244629,38.2897949,0
12665,12.665380,38.3244629,38.2897949,0
12666,12.666385,38.3244629,38.2897949,0
12667,12.667385,38.3244629,38.2897949,0
12668,12.668384,38.3244629,38.2897949,0
12669,12.669384,38.3244629,38.2897949,0
12670,12.670381,38.3244629,38.2897949,0
12671,12.671381,38.3244629,38.2897949,0
12672,12.672386,38.3244629,38.2897949,0
12673,12.673386,38.3244629,38.2897949,0
12674,12.674383,38.3244629,38.2897949,0
12675,12.675397,38.3244629,38.2897949,0
12676,12.676381,38.3244629,38.2897949,0
12677,12.677386,38.3244629,38.2897949,0
12678,12.678381,38.3244629,38.2897949,0
12679,12.679386,38.3244629,38.2897949,0
12680,12.680386,38.3244629,38.2897949,0
12681,12.681383,38.3244629,38.2897949,0
12682,12.682383,38.3244629,38.2897949,0
12683,12.683380,38.3244629,38.2897949,0
12684,12.684380,38.3244629,38.2897949,0
12685,12.685385,38.3244629,38.2897949,0
12686,12.686385,38.3244629,38.2897949,0
12687,12.687396,38.3244629,38.2897949,0
12688,12.688383,38.3244629,38.2897949,0
12689,12.689381,38.3244629,38.2897949,0
12690,12.690381,38.3244629,38.2897949,0
12691,12.691385,38.3244629,38.2897949,0
12692,12.692385,38.3244629,38.2897949,0
12693,12.693382,38.3244629,38.2897949,0
12694,12.694382,38.3244629,38.2897949,0
12695,12.695385,38.3244629,38.2897949,0
12696,12.696383,38.3244629,38.2897949,0
12697,12.697400,38.3244629,38.2897949,0
12698,12.698386,38.3244629,38.2897949,0
12699,12.699382,38.3244629,38.2897949,0
12700,12.700381,38.3244629,38.2897949,0
12701,12.701385,38.3244629,38.2897949,0
12702,12.702385,38.3244629,38.2897949,0
12703,12.703381,38.3244629,38.2897949,0
12704,12.704404,38.3244629,38.2897949,0
12705,12.705394,38.3244629,38.2897949,0
12706,12.706381,38.3244629,38.2897949,0
12707,12.707385,38.3244629,38.2897949,0
12708,12.708414,38.3244629,38.2897949,0
12709,12.709385,38.3244629,38.2897949,0
12710,12.710381,38.3244629,38.2897949,0
12711,12.711380,38.3244629,38.2897949,0
12712,12.712384,38.3244629,38.2897949,0
12713,12.713384,38.3244629,38.2897949,0
12714,12.714380,38.3244629,38.2897949,0
12715,12.715379,38.3244629,38.2897949,0
12716,12.716383,38.3244629,38.2897949,0
12717,12.717382,38.3244629,38.2897949,0
12718,12.718442,38.3244629,38.2897949,0
12719,12.719386,38.3244629,38.2897949,0
12720,12.720385,38.3244629,38.2897949,0
12721,12.721382,38.3244629,38.2897949,0
12722,12.722381,38.3244629,38.2897949,0
12723,12.723385,38.3244629,38.2897949,0
12724,12.724384,38.3244629,38.2897949,0
12725,12.725380,38.3244629,38.2897949,0
12726,12.726379,38.3244629,38.2897949,0
12727,12.727383,38.3244629,38.2897949,0
12728,12.728386,38.3244629,38.2897949,0
12729,12.729396,38.3244629,38.2897949,0
12730,12.730380,38.3244629,38.2897949,0
12731,12.731385,38.3244629,38.2897949,0
12732,12.732385,38.3244629,38.2897949,0
12733,12.733381,38.3244629,38.2897949,0
12734,12.734382,38.3244629,38.2897949,0
12735,12.735386,38.3244629,38.2897949,0
12736,12.736386,38.3244629,38.2897949,0
12737,12.737383,38.3244629,38.2897949,0
12738,12.738387,38.3244629,38.2897949,0
12739,12.739383,38.3244629,38.2897949,0
12740,12.740398,38.3244629,38.2897949,0
12741,12.741382,38.3244629,38.2897949,0
12742,12.742379,38.3244629,38.2897949,0
12743,12.743379,38.3244629,38.2897949,0
12744,12.744384,38.3244629,38.2897949,0
12745,12.745384,38.3244629,38.2897949,0
12746,12.746381,38.3244629,38.2897949,0
12747,12.747381,38.3244629,38.2897949,0
12748,12.748380,38.3244629,38.2897949,0
12749,12.749380,38.3244629,38.2897949,0
12750,12.750396,38.3244629,38.2897949,0
12751,12.751380,38.3244629,38.2897949,0
12752,12.752385,38.3244629,38.2897949,0
12753,12.753385,38.3244629,38.2897949,0
12754,12.754382,38.3244629,38.2897949,0
12755,12.755382,38.3244629,38.2897949,0
12756,12.756386,38.3244629,38.2897949,0
12757,12.757386,38.3244629,38.2897949,0
12758,12.758386,38.3244629,38.2897949,0
12759,12.759397,38.3244629,38.2897949,0
12760,12.760396,38.3244629,38.2897949,0
12761,12.761386,38.3244629,38.2897949,0
12762,12.762383,38.3244629,38.2897949,0
12763,12.763382,38.3244629,38.2897949,0
12764,12.764386,38.3244629,38.2897949,0
12765,12.765385,38.3244629,38.2897949,0
12766,12.766381,38.3244629,38.2897949,0
12767,12.767380,38.3244629,38.2897949,0
12768,12.768379,38.3244629,38.2897949,0
12769,12.769386,38.3244629,38.2897949,0
12770,12.770382,38.3244629,38.2897949,0
12771,12.771414,38.3244629,38.2897949,0
12772,12.772396,38.3244629,38.2897949,0
12773,12.773379,38.3244629,38.2897949,0
12774,12.774384,38.3244629,38.2897949,0
12775,12.775383,38.3244629,38.2897949,0
12776,12.776379,38.3244629,38.2897949,0
12777,12.777386,38.3244629,38.2897949,0
12778,12.778385,38.3244629,38.2897949,0
12779,12.779384,38.3244629,38.2897949,0
12780,12.780380,38.3244629,38.2897949,0
12781,12.781379,38.3244629,38.2897949,0
12782,12.782384,38.3244629,38.2897949,0
12783,12.783436,38.3244629,38.2897949,0
12784,12.784385,38.3244629,38.2897949,0
12785,12.785380,38.3244629,38.2897949,0
12786,12.786384,38.3244629,38.2897949,0
12787,12.787383,38.3244629,38.2897949,0
12788,12.788382,38.3244629,38.2897949,0
12789,12.789381,38.3244629,38.2897949,0
12790,12.790386,38.3244629,38.2897949,0
12791,12.791385,38.3244629,38.2897949,0
12792,12.792381,38.3244629,38.2897949,0
12793,12.793380,38.3244629,38.2897949,0
12794,12.794384,38.3244629,38.2897949,0
12795,12.795399,38.3244629,38.2897949,0
12796,12.796383,38.3244629,38.2897949,0
12797,12.797380,38.3244629,38.2897949,0
12798,12.798384,38.3244629,38.2897949,0
12799,12.799380,38.3244629,38.2897949,0
12800,12.800380,38.3244629,38.2897949,0
12801,12.801385,38.3244629,38.2897949,0
12802,12.802385,38.3244629,38.2897949,0
12803,12.803382,38.3244629,38.2897949,0
12804,12.804382,38.3244629,38.2897949,0
12805,12.805387,38.3244629,38.2897949,0
12806,12.806397,38.3244629,38.2897949,0
12807,12.807381,38.3244629,38.2897949,0
12808,12.808381,38.3244629,38.2897949,0
12809,12.809381,38.3244629,38.2897949,0
12810,12.810386,38.3244629,38.2897949,0
12811,12.811386,38.3244629,38.2897949,0
12812,12.812383,38.3244629,38.2897949,0
12813,12.813383,38.3244629,38.2897949,0
12814,12.814380,38.3244629,38.2897949,0
12815,12.815380,38.3244629,38.2897949,0
12816,12.816470,38.3244629,38.2897949,0
12817,12.817393,38.3244629,38.2897949,0
12818,12.818381,38.3244629,38.2897949,0
12819,12.819386,38.3244629,38.2897949,0
12820,12.820386,38.3244629,38.2897949,0
12821,12.821383,38.3244629,38.2897949,0
12822,12.822383,38.3244629,38.2897949,0
12823,12.823380,38.3244629,38.2897949,0
12824,12.824380,38.3244629,38.2897949,0
12825,12.825384,38.3244629,38.2897949,0
12826,12.826459,38.3244629,38.2897949,0
12827,12.827381,38.3244629,38.2897949,0
12828,12.828384,38.3244629,38.2897949,0
12829,12.829380,38.3244629,38.2897949,0
12830,12.830380,38.3244629,38.2897949,0
12831,12.831383,38.3244629,38.2897949,0
12832,12.832383,38.3244629,38.2897949,0
12833,12.833379,38.3244629,38.2897949,0
12834,12.834386,38.3244629,38.2897949,0
12835,12.835382,38.3244629,38.2897949,0
12836,12.836381,38.3244629,38.2897949,0
12837,12.837458,38.3244629,38.2897949,0
12838,12.838380,38.3244629,38.2897949,0
12839,12.839385,38.3244629,38.2897949,0
12840,12.840384,38.3244629,38.2897949,0
12841,12.841380,38.3244629,38.2897949,0
12842,12.842379,38.3244629,38.2897949,0
12843,12.843383,38.3244629,38.2897949,0
12844,12.844382,38.3244629,38.2897949,0
12845,12.845386,38.3244629,38.2897949,0
12846,12.846386,38.3244629,38.2897949,0
12847,12.847382,38.3244629,38.2897949,0
12848,12.848395,38.3244629,38.2897949,0
12849,12.849379,38.3244629,38.2897949,0
12850,12.850383,38.3244629,38.2897949,0
12851,12.851382,38.3244629,38.2897949,0
12852,12.852386,38.3244629,38.2897949,0
12853,12.853385,38.3244629,38.2897949,0
12854,12.854382,38.3244629,38.2897949,0
12855,12.855381,38.3244629,38.2897949,0
12856,12.856385,38.3244629,38.2897949,0
12857,12.857384,38.3244629,38.2897949,0
12858,12.858383,38.3244629,38.2897949,0
12859,12.859398,38.3244629,38.2897949,0
12860,12.860381,38.3244629,38.2897949,0
12861,12.861386,38.3244629,38.2897949,0
12862,12.862379,38.3244629,38.2897949,0
12863,12.863383,38.3244629,38.2897949,0
12864,12.864383,38.3244629,38.2897949,0
12865,12.865380,38.3244629,38.2897949,0
12866,12.866380,38.3244629,38.2897949,0
12867,12.867385,38.3244629,38.2897949,0
12868,12.868393,38.3244629,38.2897949,0
12869,12.869385,38.3244629,38.2897949,0
12870,12.870400,38.3244629,38.2897949,0
12871,12.871383,38.3244629,38.2897949,0
12872,12.872381,38.3244629,38.2897949,0
12873,12.873381,38.3244629,38.2897949,0
12874,12.874385,38.3244629,38.2897949,0
12875,12.875385,38.3244629,38.2897949,0
12876,12.876382,38.3244629,38.2897949,0
12877,12.877382,38.3244629,38.2897949,0
12878,12.878382,38.3244629,38.2897949,0
12879,12.879382,38.3244629,38.2897949,0
12880,12.880379,38.3244629,38.2897949,0
12881,12.881518,38.3244629,38.2897949,0
12882,12.882302,38.3244629,38.2897949,0
12883,12.883385,38.3244629,38.2897949,0
12884,12.884382,38.3244629,38.2897949,0
12885,12.885382,38.3244629,38.2897949,0
12886,12.886379,38.3244629,38.2897949,0
12887,12.887379,38.3244629,38.2897949,0
12888,12.888379,38.3244629,38.2897949,0
12889,12.889379,38.3244629,38.2897949,0
12890,12.890384,38.3244629,38.2897949,0
12891,12.891382,38.3244629,38.2897949,0
12892,12.892397,38.3244629,38.2897949,0
12893,12.893380,38.3244629,38.2897949,0
12894,12.894384,38.3244629,38.2897949,0
12895,12.895384,38.3244629,38.2897949,0
12896,12.896380,38.3244629,38.2897949,0
12897,12.897379,38.3244629,38.2897949,0
12898,12.898386,38.3244629,38.2897949,0
12899,12.899385,38.3244629,38.2897949,0
12900,12.900381,38.3244629,38.2897949,0
12901,12.901380,38.3244629,38.2897949,0
12902,12.902397,38.3244629,38.2897949,0
12903,12.903380,38.3244629,38.2897949,0
12904,12.904385,38.3244629,38.2897949,0
12905,12.905384,38.3244629,38.2897949,0
12906,12.906380,38.3244629,38.2897949,0
12907,12.907379,38.3244629,38.2897949,0
12908,12.908386,38.3244629,38.2897949,0
12909,12.909385,38.3244629,38.2897949,0
12910,12.910381,38.3244629,38.2897949,0
12911,12.911381,38.3244629,38.2897949,0
12912,12.912417,38.3244629,38.2897949,0
12913,12.913400,38.3244629,38.2897949,0
12914,12.914383,38.3244629,38.2897949,0
12915,12.915379,38.3244629,38.2897949,0
12916,12.916386,38.3244629,38.2897949,0
12917,12.917382,38.3244629,38.2897949,0
12918,12.918385,38.3244629,38.2897949,0
12919,12.919381,38.3244629,38.2897949,0
12920,12.920380,38.3244629,38.2897949,0
12921,12.921384,38.3244629,38.2897949,0
12922,12.922384,38.3244629,38.2897949,0
12923,12.923380,38.3244629,38.2897949,0
12924,12.924427,38.3244629,38.2897949,0
12925,12.925382,38.3244629,38.2897949,0
12926,12.926400,38.3244629,38.2897949,0
12927,12.927384,38.3244629,38.2897949,0
12928,12.928384,38.3244629,38.2897949,0
12929,12.929384,38.3244629,38.2897949,0
12930,12.930381,38.3244629,38.2897949,0
12931,12.931381,38.3244629,38.2897949,0
12932,12.932386,38.3244629,38.2897949,0
12933,12.933386,38.3244629,38.2897949,0
12934,12.934383,38.3244629,38.2897949,0
12935,12.935383,38.3244629,38.2897949,0
12936,12.936398,38.3244629,38.2897949,0
12937,12.937382,38.3244629,38.2897949,0
12938,12.938382,38.3244629,38.2897949,0
12939,12.939382,38.3244629,38.2897949,0
12940,12.940379,38.3244629,38.2897949,0
12941,12.941379,38.3244629,38.2897949,0
12942,12.942384,38.3244629,38.2897949,0
12943,12.943384,38.3244629,38.2897949,0
12944,12.944381,38.3244629,38.2897949,0
12945,12.945381,38.3244629,38.2897949,0
12946,12.946385,38.3244629,38.2897949,0
12947,12.947385,38.3244629,38.2897949,0
12948,12.948400,38.3244629,38.2897949,0
12949,12.949383,38.3244629,38.2897949,0
12950,12.950381,38.3244629,38.2897949,0
12951,12.951381,38.3244629,38.2897949,0
12952,12.952385,38.3244629,38.2897949,0
12953,12.953385,38.3244629,38.2897949,0
12954,12.954382,38.3244629,38.2897949,0
12955,12.955382,38.3244629,38.2897949,0
12956,12.956379,38.3244629,38.2897949,0
12957,12.957385,38.3244629,38.2897949,0
12958,12.958397,38.3244629,38.2897949,0
12959,12.959380,38.3244629,38.2897949,0
12960,12.960384,38.3244629,38.2897949,0
12961,12.961384,38.3244629,38.2897949,0
12962,12.962380,38.3244629,38.2897949,0
12963,12.963379,38.3244629,38.2897949,0
12964,12.964383,38.3244629,38.2897949,0
12965,12.965382,38.3244629,38.2897949,0
12966,12.966386,38.3244629,38.2897949,0
12967,12.967386,38.3244629,38.2897949,0
12968,12.968384,38.3244629,38.2897949,0
12969,12.969384,38.3244629,38.2897949,0
12970,12.970394,38.3244629,38.2897949,0
12971,12.971385,38.3244629,38.2897949,0
12972,12.972382,38.3244629,38.2897949,0
12973,12.973381,38.3244629,38.2897949,0
12974,12.974385,38.3244629,38.2897949,0
12975,12.975384,38.3244629,38.2897949,0
12976,12.976380,38.3244629,38.2897949,0
12977,12.977379,38.3244629,38.2897949,0
12978,12.978386,38.3244629,38.2897949,0
12979,12.979385,38.3244629,38.2897949,0
12980,12.980381,38.3244629,38.2897949,0
12981,12.981396,38.3244629,38.2897949,0
12982,12.982379,38.3244629,38.2897949,0
12983,12.983383,38.3244629,38.2897949,0
12984,12.984415,38.3244629,38.2897949,0
12985,12.985396,38.3244629,38.2897949,0
12986,12.986383,38.3244629,38.2897949,0
12987,12.987379,38.3244629,38.2897949,0
12988,12.988381,38.3244629,38.2897949,0
12989,12.989385,38.3244629,38.2897949,0
12990,12.990385,38.3244629,38.2897949,0
12991,12.991381,38.3244629,38.2897949,0
12992,12.992381,38.3244629,38.2897949,0
12993,12.993386,38.3244629,38.2897949,0
12994,12.994399,38.3244629,38.2897949,0
12995,12.995383,38.3244629,38.2897949,0
12996,12.996380,38.3244629,38.2897949,0
12997,12.997380,38.3244629,38.2897949,0
12998,12.998380,38.3244629,38.2897949,0
12999,12.999380,38.3244629,38.2897949,0
13000,13.000384,38.3244629,38.2897949,0
13001,13.001384,38.3244629,38.2897949,0
13002,13.002381,38.3244629,38.2897949,0
13003,13.003381,38.3244629,38.2897949,0
13004,13.004386,38.3244629,38.2897949,0
13005,13.005400,38.3244629,38.2897949,0
13006,13.006384,38.3244629,38.2897949,0
13007,13.007381,38.3244629,38.2897949,0
13008,13.008384,38.3244629,38.2897949,0
13009,13.009381,38.3244629,38.2897949,0
13010,13.010381,38.3244629,38.2897949,0
13011,13.011386,38.3244629,38.2897949,0
13012,13.012386,38.3244629,38.2897949,0
13013,13.013382,38.3244629,38.2897949,0
13014,13.014383,38.3244629,38.2897949,0
13015,13.015445,38.3244629,38.2897949,0
13016,13.016385,38.3244629,38.2897949,0
13017,13.017385,38.3244629,38.2897949,0
13018,13.018385,38.3244629,38.2897949,0
13019,13.019385,38.3244629,38.2897949,0
13020,13.020381,38.3244629,38.2897949,0
13021,13.021381,38.3244629,38.2897949,0
13022,13.022385,38.3244629,38.2897949,0
13023,13.023383,38.3244629,38.2897949,0
13024,13.024379,38.3244629,38.2897949,0
13025,13.025386,38.3244629,38.2897949,0
13026,13.026382,38.3244629,38.2897949,0
