Index,Time,(MiniPC_Data).is_shoot,(MiniPC_Data).buff_yaw,(MiniPC_Data).buff_pitch,((Shoot_Control).feed_ang).ref
4590,4.590092,0,-5823,-624,1100.72925
4591,4.591088,0,-5823,-624,1100.72925
4592,4.592090,0,-5823,-624,1100.72925
4593,4.593086,0,-5823,-624,1100.72925
4594,4.594107,0,-5823,-624,1100.72925
4595,4.595091,0,-5823,-624,1100.72925
4596,4.596088,0,-5823,-624,1100.72925
4597,4.597088,0,-5823,-624,1100.72925
4598,4.598090,0,-5812,-616,1100.72925
4599,4.599086,0,-5812,-616,1100.72925
4600,4.600104,0,-5812,-616,1100.72925
4601,4.601087,0,-5812,-616,1100.72925
4602,4.602093,0,-5812,-616,1100.72925
4603,4.603093,0,-5812,-616,1100.72925
4604,4.604089,0,-5812,-616,1100.72925
4605,4.605090,0,-5812,-616,1100.72925
4606,4.606085,0,-5812,-616,1100.72925
4607,4.607086,0,-5812,-616,1100.72925
4608,4.608091,0,-5812,-616,1100.72925
4609,4.609092,0,-5812,-616,1100.72925
4610,4.610126,0,-5812,-616,1100.72925
4611,4.611087,0,-5812,-616,1100.72925
4612,4.612091,0,-5812,-616,1100.72925
4613,4.613086,0,-5812,-616,1100.72925
4614,4.614087,0,-5812,-616,1100.72925
4615,4.615092,0,-5812,-616,1100.72925
4616,4.616093,0,-5812,-616,1100.72925
4617,4.617089,0,-5812,-616,1100.72925
4618,4.618090,0,-5812,-616,1100.72925
4619,4.619086,0,-5812,-616,1100.72925
4620,4.620091,0,-5812,-616,1100.72925
4621,4.621086,0,-5812,-616,1100.72925
4622,4.622120,0,-5812,-616,1100.72925
4623,4.623090,0,-5812,-616,1100.72925
4624,4.624085,0,-5812,-616,1100.72925
4625,4.625090,0,-5812,-616,1100.72925
4626,4.626092,0,-5806,-613,1100.72925
4627,4.627087,0,-5806,-613,1100.72925
4628,4.628088,0,-5806,-613,1100.72925
4629,4.629093,0,-5806,-613,1100.72925
4630,4.630088,0,-5806,-613,1100.72925
4631,4.631093,0,-5806,-613,1100.72925
4632,4.632085,0,-5806,-613,1100.72925
4633,4.633154,0,-5806,-613,1100.72925
4634,4.634090,0,-5806,-613,1100.72925
4635,4.635086,0,-5806,-613,1100.72925
4636,4.636090,0,-5806,-613,1100.72925
4637,4.637092,0,-5806,-613,1100.72925
4638,4.638088,0,-5806,-613,1100.72925
4639,4.639090,0,-5806,-613,1100.72925
4640,4.640089,0,-5806,-613,1100.72925
4641,4.641091,0,-5806,-613,1100.72925
4642,4.642088,0,-5806,-613,1100.72925
4643,4.643090,0,-5806,-613,1100.72925
4644,4.644158,0,-5806,-613,1100.72925
4645,4.645088,0,-5806,-613,1100.72925
4646,4.646092,0,-5806,-613,1100.72925
4647,4.647089,0,-5806,-613,1100.72925
4648,4.648091,0,-5806,-613,1100.72925
4649,4.649106,0,-5806,-613,1100.72925
4650,4.650087,0,-5806,-613,1100.72925
4651,4.651092,0,-5806,-613,1100.72925
4652,4.652085,0,-5788,-600,1100.72925
4653,4.653090,0,-5788,-600,1100.72925
4654,4.654092,0,-5788,-600,1100.72925
4655,4.655088,0,-5788,-600,1100.72925
4656,4.656108,0,-5788,-600,1100.72925
4657,4.657091,0,-5788,-600,1100.72925
4658,4.658088,0,-5788,-600,1100.72925
4659,4.659090,0,-5788,-600,1100.72925
4660,4.660090,0,-5788,-600,1100.72925
4661,4.661091,0,-5788,-600,1100.72925
4662,4.662088,0,-5788,-600,1100.72925
4663,4.663089,0,-5788,-600,1100.72925
4664,4.664086,0,-5788,-600,1100.72925
4665,4.665087,0,-5788,-600,1100.72925
4666,4.666093,0,-5788,-600,1100.72925
4667,4.667102,0,-5788,-600,1100.72925
4668,4.668085,0,-5788,-600,1100.72925
4669,4.669089,0,-5788,-600,1100.72925
4670,4.670085,0,-5788,-600,1100.72925
4671,4.671089,0,-5788,-600,1100.72925
4672,4.672090,0,-5788,-600,1100.72925
4673,4.673086,0,-5788,-600,1100.72925
4674,4.674088,0,-5788,-600,1100.72925
4675,4.675092,0,-5788,-600,1100.72925
4676,4.676093,0,-5788,-600,1100.72925
4677,4.677089,0,-5788,-600,1100.72925
4678,4.678104,0,-5803,-616,1100.72925
4679,4.679087,0,-5803,-616,1100.72925
4680,4.680086,0,-5803,-616,1100.72925
4681,4.681086,0,-5803,-616,1100.72925
4682,4.682092,0,-5803,-616,1100.72925
4683,4.683093,0,-5803,-616,1100.72925
4684,4.684089,0,-5803,-616,1100.72925
4685,4.685090,0,-5803,-616,1100.72925
4686,4.686085,0,-5803,-616,1100.72925
4687,4.687086,0,-5803,-616,1100.72925
4688,4.688091,0,-5803,-616,1100.72925
4689,4.689105,0,-5803,-616,1100.72925
4690,4.690106,0,-5803,-616,1100.72925
4691,4.691089,0,-5803,-616,1100.72925
4692,4.692085,0,-5803,-616,1100.72925
4693,4.693086,0,-5803,-616,1100.72925
4694,4.694091,0,-5803,-616,1100.72925
4695,4.695092,0,-5803,-616,1100.72925
4696,4.696087,0,-5803,-616,1100.72925
4697,4.697088,0,-5803,-616,1100.72925
4698,4.698085,0,-5803,-616,1100.72925
4699,4.699086,0,-5803,-616,1100.72925
4700,4.700106,0,-5803,-616,1100.72925
4701,4.701105,0,-5803,-616,1100.72925
4702,4.702088,0,-5803,-616,1100.72925
4703,4.703085,0,-5803,-616,1100.72925
4704,4.704087,0,-5803,-616,1100.72925
4705,4.705092,0,-5803,-616,1100.72925
4706,4.706085,0,-5788,-600,1100.72925
4707,4.707091,0,-5788,-600,1100.72925
4708,4.708092,0,-5788,-600,1100.72925
4709,4.709089,0,-5788,-600,1100.72925
4710,4.710085,0,-5788,-600,1100.72925
4711,4.711090,0,-5788,-600,1100.72925
4712,4.712108,0,-5788,-600,1100.72925
4713,4.713091,0,-5788,-600,1100.72925
4714,4.714088,0,-5788,-600,1100.72925
4715,4.715090,0,-5788,-600,1100.72925
4716,4.716087,0,-5788,-600,1100.72925
4717,4.717088,0,-5788,-600,1100.72925
4718,4.718093,0,-5788,-600,1100.72925
4719,4.719086,0,-5788,-600,1100.72925
4720,4.720085,0,-5788,-600,1100.72925
4721,4.721087,0,-5788,-600,1100.72925
4722,4.722093,0,-5788,-600,1100.72925
4723,4.723121,0,-5788,-600,1100.72925
4724,4.724088,0,-5788,-600,1100.72925
4725,4.725092,0,-5788,-600,1100.72925
4726,4.726089,0,-5788,-600,1100.72925
4727,4.727090,0,-5788,-600,1100.72925
4728,4.728087,0,-5788,-600,1100.72925
4729,4.729088,0,-5788,-600,1100.72925
4730,4.730088,0,-5788,-600,1100.72925
4731,4.731090,0,-5804,-616,1100.72925
4732,4.732086,0,-5804,-616,1100.72925
4733,4.733086,0,-5804,-616,1100.72925
4734,4.734145,0,-5804,-616,1100.72925
4735,4.735092,0,-5804,-616,1100.72925
4736,4.736087,0,-5804,-616,1100.72925
4737,4.737092,0,-5804,-616,1100.72925
4738,4.738093,0,-5804,-616,1100.72925
4739,4.739089,0,-5804,-616,1100.72925
4740,4.740093,0,-5804,-616,1100.72925
4741,4.741089,0,-5804,-616,1100.72925
4742,4.742090,0,-5804,-616,1100.72925
4743,4.743086,0,-5804,-616,1100.72925
4744,4.744087,0,-5804,-616,1100.72925
4745,4.745092,0,-5804,-616,1100.72925
4746,4.746100,0,-5804,-616,1100.72925
4747,4.747087,0,-5804,-616,1100.72925
4748,4.748091,0,-5804,-616,1100.72925
4749,4.749087,0,-5804,-616,1100.72925
4750,4.750091,0,-5804,-616,1100.72925
4751,4.751087,0,-5804,-616,1100.72925
4752,4.752105,0,-5804,-616,1100.72925
4753,4.753088,0,-5804,-616,1100.72925
4754,4.754093,0,-5804,-616,1100.72925
4755,4.755085,0,-5804,-616,1100.72925
4756,4.756090,0,-5804,-616,1100.72925
4757,4.757091,0,-5795,-604,1100.72925
4758,4.758105,0,-5795,-604,1100.72925
4759,4.759088,0,-5795,-604,1100.72925
4760,4.760087,0,-5795,-604,1100.72925
4761,4.761088,0,-5795,-604,1100.72925
4762,4.762093,0,-5795,-604,1100.72925
4763,4.763085,0,-5795,-604,1100.72925
4764,4.764090,0,-5795,-604,1100.72925
4765,4.765091,0,-5795,-604,1100.72925
4766,4.766087,0,-5795,-604,1100.72925
4767,4.767088,0,-5795,-604,1100.72925
4768,4.768093,0,-5795,-604,1100.72925
4769,4.769085,0,-5795,-604,1100.72925
4770,4.770100,0,-5795,-604,1100.72925
4771,4.771092,0,-5795,-604,1100.72925
4772,4.772089,0,-5795,-604,1100.72925
4773,4.773091,0,-5795,-604,1100.72925
4774,4.774087,0,-5795,-604,1100.72925
4775,4.775089,0,-5795,-604,1100.72925
4776,4.776085,0,-5795,-604,1100.72925
4777,4.777087,0,-5795,-604,1100.72925
4778,4.778093,0,-5795,-604,1100.72925
4779,4.779085,0,-5795,-604,1100.72925
4780,4.780085,0,-5795,-604,1100.72925
4781,4.781101,0,-5795,-604,1100.72925
4782,4.782085,0,-5795,-604,1100.72925
4783,4.783090,0,-5795,-604,1100.72925
4784,4.784092,0,-5795,-604,1100.72925
4785,4.785088,0,-5795,-604,1100.72925
4786,4.786091,0,-5795,-604,1100.72925
4787,4.787087,0,-5789,-595,1100.72925
4788,4.788089,0,-5789,-595,1100.72925
4789,4.789085,0,-5789,-595,1100.72925
4790,4.790090,0,-5789,-595,1100.72925
4791,4.791086,0,-5789,-595,1100.72925
4792,4.792106,0,-5789,-595,1100.72925
4793,4.793090,0,-5789,-595,1100.72925
4794,4.794087,0,-5789,-595,1100.72925
4795,4.795088,0,-5789,-595,1100.72925
4796,4.796085,0,-5789,-595,1100.72925
4797,4.797086,0,-5789,-595,1100.72925
4798,4.798091,0,-5789,-595,1100.72925
4799,4.799091,0,-5789,-595,1100.72925
4800,4.800089,0,-5789,-595,1100.72925
4801,4.801090,0,-5789,-595,1100.72925
4802,4.802090,0,-5789,-595,1100.72925
4803,4.803103,0,-5789,-595,1100.72925
4804,4.804129,0,-5789,-595,1100.72925
4805,4.805110,0,-5789,-595,1100.72925
4806,4.806093,0,-5789,-595,1100.72925
4807,4.807252,0,-5789,-595,1100.72925
4808,4.808106,0,-5789,-595,1100.72925
4809,4.809260,0,-5789,-595,1100.72925
4810,4.810111,0,-5789,-595,1100.72925
4811,4.811257,0,-5789,-595,1100.72925
4812,4.812111,0,-5789,-595,1100.72925
4813,4.813235,0,-5789,-595,1100.72925
4814,4.814112,0,-5789,-595,1100.72925
4815,4.815148,0,-5789,-595,1100.72925
4816,4.816089,0,-5788,-595,1100.72925
4817,4.817106,0,-5788,-595,1100.72925
4818,4.818106,0,-5788,-595,1100.72925
4819,4.819088,0,-5788,-595,1100.72925
4820,4.820088,0,-5788,-595,1100.72925
4821,4.821088,0,-5788,-595,1100.72925
4822,4.822093,0,-5788,-595,1100.72925
4823,4.823085,0,-5788,-595,1100.72925
4824,4.824090,0,-5788,-595,1100.72925
4825,4.825091,0,-5788,-595,1100.72925
4826,4.826087,0,-5788,-595,1100.72925
4827,4.827126,0,-5788,-595,1100.72925
4828,4.828090,0,-5788,-595,1100.72925
4829,4.829085,0,-5788,-595,1100.72925
4830,4.830093,0,-5788,-595,1100.72925
4831,4.831085,0,-5788,-595,1100.72925
4832,4.832090,0,-5788,-595,1100.72925
4833,4.833091,0,-5788,-595,1100.72925
4834,4.834088,0,-5788,-595,1100.72925
4835,4.835090,0,-5788,-595,1100.72925
4836,4.836086,0,-5788,-595,1100.72925
4837,4.837088,0,-5788,-595,1100.72925
4838,4.838093,0,-5788,-595,1100.72925
4839,4.839101,0,-5788,-595,1100.72925
4840,4.840088,0,-5788,-595,1100.72925
4841,4.841085,0,-5788,-595,1100.72925
4842,4.842087,0,-5788,-595,1100.72925
4843,4.843092,0,-5788,-594,1100.72925
4844,4.844085,0,-5788,-594,1100.72925
4845,4.845090,0,-5788,-594,1100.72925
4846,4.846092,0,-5788,-594,1100.72925
4847,4.847088,0,-5788,-594,1100.72925
4848,4.848090,0,-5788,-594,1100.72925
4849,4.849086,0,-5788,-594,1100.72925
4850,4.850110,0,-5788,-594,1100.72925
4851,4.851085,0,-5788,-594,1100.72925
4852,4.852090,0,-5788,-594,1100.72925
4853,4.853092,0,-5788,-594,1100.72925
4854,4.854088,0,-5788,-594,1100.72925
4855,4.855090,0,-5788,-594,1100.72925
4856,4.856086,0,-5788,-594,1100.72925
4857,4.857088,0,-5788,-594,1100.72925
4858,4.858085,0,-5788,-594,1100.72925
4859,4.859086,0,-5788,-594,1100.72925
4860,4.860086,0,-5788,-594,1100.72925
4861,4.861087,0,-5788,-594,1100.72925
4862,4.862107,0,-5788,-594,1100.72925
4863,4.863090,0,-5788,-594,1100.72925
4864,4.864101,0,-5788,-594,1100.72925
4865,4.865092,0,-5788,-594,1100.72925
4866,4.866089,0,-5788,-594,1100.72925
4867,4.867090,0,-5788,-594,1100.72925
4868,4.868086,0,-5788,-594,1100.72925
4869,4.869087,0,-5788,-594,1100.72925
4870,4.870085,0,-5788,-594,1100.72925
4871,4.871086,0,-5788,-594,1100.72925
4872,4.872115,0,-5788,-594,1100.72925
4873,4.873103,0,-5787,-592,1100.72925
4874,4.874086,0,-5787,-592,1100.72925
4875,4.875091,0,-5787,-592,1100.72925
4876,4.876092,0,-5787,-592,1100.72925
4877,4.877088,0,-5787,-592,1100.72925
4878,4.878089,0,-5787,-592,1100.72925
4879,4.879093,0,-5787,-592,1100.72925
4880,4.880089,0,-5787,-592,1100.72925
4881,4.881085,0,-5787,-592,1100.72925
4882,4.882086,0,-5787,-592,1100.72925
4883,4.883091,0,-5787,-592,1100.72925
4884,4.884108,0,-5787,-592,1100.72925
4885,4.885091,0,-5787,-592,1100.72925
4886,4.886087,0,-5787,-592,1100.72925
4887,4.887088,0,-5787,-592,1100.72925
4888,4.888092,0,-5787,-592,1100.72925
4889,4.889093,0,-5787,-592,1100.72925
4890,4.890092,0,-5787,-592,1100.72925
4891,4.891093,0,-5787,-592,1100.72925
4892,4.892089,0,-5787,-592,1100.72925
4893,4.893090,0,-5787,-592,1100.72925
4894,4.894086,0,-5787,-592,1100.72925
4895,4.895164,0,-5787,-592,1100.72925
4896,4.896090,0,-5787,-592,1100.72925
4897,4.897085,0,-5787,-592,1100.72925
4898,4.898090,1,-5784,-590,1100.72925
4899,4.899092,1,-5784,-590,1100.72925
4900,4.900091,1,-5784,-590,1100.72925
4901,4.901093,1,-5784,-590,1100.72925
4902,4.902089,1,-5784,-590,1100.72925
4903,4.903091,1,-5784,-590,1100.72925
4904,4.904087,1,-5784,-590,1100.72925
4905,4.905089,1,-5784,-590,1100.72925
4906,4.906086,1,-5784,-590,1100.72925
4907,4.907087,1,-5784,-590,1100.72925
4908,4.908209,1,-5784,-590,1100.72925
4909,4.909091,1,-5784,-590,1100.72925
4910,4.910087,1,-5784,-590,1100.72925
4911,4.911093,1,-5784,-590,1100.72925
4912,4.912086,1,-5784,-590,1100.72925
4913,4.913091,1,-5784,-590,1100.72925
4914,4.914093,1,-5784,-590,1100.72925
4915,4.915090,1,-5784,-590,1100.72925
4916,4.916091,1,-5784,-590,1100.72925
4917,4.917088,1,-5784,-590,1100.72925
4918,4.918089,1,-5784,-590,1100.72925
4919,4.919269,1,-5784,-590,1100.72925
4920,4.920088,1,-5784,-590,1100.72925
4921,4.921093,1,-5784,-590,1100.72925
4922,4.922086,1,-5784,-590,1100.72925
4923,4.923092,1,-5784,-590,1100.72925
4924,4.924094,1,-5784,-590,1100.72925
4925,4.925090,1,-5784,-590,1100.72925
4926,4.926091,1,-5784,-589,1100.72925
4927,4.927088,1,-5784,-589,1100.72925
4928,4.928090,1,-5784,-589,1100.72925
4929,4.929085,1,-5784,-589,1100.72925
4930,4.930089,1,-5784,-589,1100.72925
4931,4.931093,1,-5784,-589,1100.72925
4932,4.932086,1,-5784,-589,1100.72925
4933,4.933137,1,-5784,-589,1100.72925
4934,4.934093,1,-5784,-589,1100.72925
4935,4.935100,1,-5784,-589,1100.72925
4936,4.936092,1,-5784,-589,1100.72925
4937,4.937088,1,-5784,-589,1100.72925
4938,4.938089,1,-5784,-589,1100.72925
4939,4.939085,1,-5784,-589,1100.72925
4940,4.940089,1,-5784,-589,1100.72925
4941,4.941085,1,-5784,-589,1100.72925
4942,4.942086,1,-5784,-589,1100.72925
4943,4.943091,1,-5784,-589,1100.72925
4944,4.944148,1,-5784,-589,1100.72925
4945,4.945092,1,-5784,-589,1100.72925
4946,4.946088,1,-5784,-589,1100.72925
4947,4.947093,1,-5784,-589,1100.72925
4948,4.948085,1,-5784,-589,1100.72925
4949,4.949089,1,-5784,-589,1100.72925
4950,4.950085,1,-5784,-589,1100.72925
4951,4.951089,1,-5784,-589,1100.72925
4952,4.952090,1,-5784,-589,1100.72925
4953,4.953086,1,-5784,-589,1100.72925
4954,4.954088,1,-5785,-588,1100.72925
4955,4.955092,1,-5785,-588,1100.72925
4956,4.956171,1,-5785,-588,1100.72925
4957,4.957196,1,-5785,-588,1100.72925
4958,4.958089,1,-5785,-588,1100.72925
4959,4.959085,1,-5785,-588,1100.72925
4960,4.960090,1,-5785,-588,1100.72925
4961,4.961085,1,-5785,-588,1100.72925
4962,4.962087,1,-5785,-588,1100.72925
4963,4.963092,1,-5785,-588,1100.72925
4964,4.964093,1,-5785,-588,1100.72925
4965,4.965089,1,-5785,-588,1100.72925
4966,4.966091,1,-5785,-588,1100.72925
4967,4.967173,1,-5785,-588,1100.72925
4968,4.968088,1,-5785,-588,1100.72925
4969,4.969093,1,-5785,-588,1100.72925
4970,4.970106,1,-5785,-588,1100.72925
4971,4.971090,1,-5785,-588,1100.72925
4972,4.972086,1,-5785,-588,1100.72925
4973,4.973088,1,-5785,-588,1100.72925
4974,4.974093,1,-5785,-588,1100.72925
4975,4.975086,1,-5785,-588,1100.72925
4976,4.976091,1,-5785,-588,1100.72925
4977,4.977093,1,-5785,-588,1100.72925
4978,4.978090,1,-5785,-588,1100.72925
4979,4.979121,1,-5785,-588,1100.72925
4980,4.980089,1,-5785,-587,1100.72925
4981,4.981093,1,-5785,-587,1100.72925
4982,4.982090,1,-5785,-587,1100.72925
4983,4.983091,1,-5785,-587,1100.72925
4984,4.984088,1,-5785,-587,1100.72925
4985,4.985089,1,-5785,-587,1100.72925
4986,4.986086,1,-5785,-587,1100.72925
4987,4.987088,1,-5785,-587,1100.72925
4988,4.988093,1,-5785,-587,1100.72925
4989,4.989086,1,-5785,-587,1100.72925
4990,4.990085,1,-5785,-587,1100.72925
4991,4.991125,1,-5785,-587,1100.72925
4992,4.992092,1,-5785,-587,1100.72925
4993,4.993088,1,-5785,-587,1100.72925
4994,4.994085,1,-5785,-587,1100.72925
4995,4.995085,1,-5785,-587,1100.72925
4996,4.996089,1,-5785,-587,1100.72925
4997,4.997090,1,-5785,-587,1100.72925
4998,4.998086,1,-5785,-587,1100.72925
4999,4.999087,1,-5785,-587,1100.72925
5000,5.000086,1,-5785,-587,1100.72925
5001,5.001086,1,-5785,-587,1100.72925
5002,5.002092,1,-5785,-587,1100.72925
5003,5.003165,1,-5785,-587,1100.72925
5004,5.004085,1,-5785,-587,1100.72925
5005,5.005090,1,-5785,-587,1100.72925
5006,5.006091,1,-5785,-587,1100.72925
5007,5.007087,1,-5531,-435,1100.72925
5008,5.008088,1,-5531,-435,1100.72925
5009,5.009093,1,-5531,-435,1100.72925
5010,5.010089,1,-5531,-435,1100.72925
5011,5.011085,1,-5531,-435,1100.72925
5012,5.012086,1,-5531,-435,1100.72925
5013,5.013090,1,-5531,-435,1100.72925
5014,5.014106,1,-5531,-435,1100.72925
5015,5.015089,1,-5531,-435,1100.72925
5016,5.016085,1,-5531,-435,1100.72925
5017,5.017086,1,-5531,-435,1100.72925
5018,5.018091,1,-5531,-435,1100.72925
5019,5.019092,1,-5531,-435,1100.72925
5020,5.020091,1,-5531,-435,1100.72925
5021,5.021092,1,-5531,-435,1100.72925
5022,5.022087,1,-5531,-435,1100.72925
5023,5.023088,1,-5531,-435,1100.72925
5024,5.024157,1,-5531,-435,1100.72925
5025,5.025103,1,-5531,-435,1100.72925
5026,5.026086,1,-5531,-435,1100.72925
5027,5.027091,1,-5531,-435,1100.72925
5028,5.028092,1,-5531,-435,1100.72925
5029,5.029088,1,-5531,-435,1100.72925
5030,5.030093,1,-5531,-435,1100.72925
5031,5.031089,1,-5531,-435,1100.72925
5032,5.032091,1,-5531,-435,1100.72925
5033,5.033087,1,-5531,-435,1100.72925
5034,5.034089,1,-5531,-435,1100.72925
5035,5.035086,1,-5531,-435,1100.72925
5036,5.036087,1,-5531,-435,1100.72925
5037,5.037107,1,-5531,-435,1100.72925
5038,5.038090,1,-5531,-435,1100.72925
5039,5.039087,1,-5531,-435,1100.72925
5040,5.040092,1,-5531,-435,1100.72925
5041,5.041089,1,-5532,-434,1100.72925
5042,5.042091,1,-5532,-434,1100.72925
5043,5.043087,1,-5532,-434,1100.72925
5044,5.044089,1,-5532,-434,1100.72925
5045,5.045085,1,-5532,-434,1100.72925
5046,5.046087,1,-5532,-434,1100.72925
5047,5.047102,1,-5532,-434,1100.72925
5048,5.048102,1,-5532,-434,1100.72925
5049,5.049085,1,-5532,-434,1100.72925
5050,5.050086,1,-5532,-434,1100.72925
5051,5.051087,1,-5532,-434,1100.72925
5052,5.052093,1,-5532,-434,1100.72925
5053,5.053085,1,-5532,-434,1100.72925
5054,5.054091,1,-5532,-434,1100.72925
5055,5.055092,1,-5532,-434,1100.72925
5056,5.056089,1,-5532,-434,1100.72925
5057,5.057090,1,-5532,-434,1100.72925
5058,5.058087,1,-5532,-434,1100.72925
5059,5.059113,1,-5532,-434,1100.72925
5060,5.060088,1,-5532,-434,1100.72925
5061,5.061092,1,-5532,-434,1100.72925
5062,5.062087,1,-5532,-434,1100.72925
5063,5.063088,1,-5532,-434,1100.72925
5064,5.064093,1,-5532,-434,1100.72925
5065,5.065085,1,-5532,-434,1100.72925
5066,5.066090,1,-5532,-434,1100.72925
5067,5.067091,1,-5532,-434,1100.72925
5068,5.068087,1,-5532,-434,1100.72925
5069,5.069088,0,-5525,-421,1100.72925
5070,5.070187,0,-5525,-421,1100.72925
5071,5.071085,0,-5525,-421,1100.72925
5072,5.072089,0,-5525,-421,1100.72925
5073,5.073085,0,-5525,-421,1100.72925
5074,5.074087,0,-5525,-421,1100.72925
5075,5.075091,0,-5525,-421,1100.72925
5076,5.076092,0,-5525,-421,1100.72925
5077,5.077134,0,-5525,-421,1100.72925
5078,5.078090,0,-5525,-421,1100.72925
5079,5.079086,0,-5525,-421,1100.72925
5080,5.080090,0,-5525,-421,1100.72925
5081,5.081086,0,-5525,-421,1100.72925
5082,5.082107,0,-5525,-421,1100.72925
5083,5.083090,0,-5525,-421,1100.72925
5084,5.084086,0,-5525,-421,1100.72925
5085,5.085087,0,-5525,-421,1100.72925
5086,5.086092,0,-5525,-421,1100.72925
5087,5.087093,0,-5525,-421,1100.72925
5088,5.088088,0,-5525,-421,1100.72925
5089,5.089089,0,-5525,-421,1100.72925
5090,5.090089,0,-5525,-421,1100.72925
5091,5.091090,0,-5525,-421,1100.72925
5092,5.092085,0,-5525,-421,1100.72925
5093,5.093100,0,-5525,-421,1100.72925
5094,5.094092,0,-5525,-421,1100.72925
5095,5.095088,0,-5525,-421,1100.72925
5096,5.096090,0,-5525,-421,1100.72925
5097,5.097086,0,-5521,-420,1100.72925
5098,5.098089,0,-5521,-420,1100.72925
5099,5.099085,0,-5521,-420,1100.72925
5100,5.100090,0,-5521,-420,1100.72925
5101,5.101086,0,-5521,-420,1100.72925
5102,5.102088,0,-5521,-420,1100.72925
5103,5.103118,0,-5521,-420,1100.72925
5104,5.104091,0,-5521,-420,1100.72925
5105,5.105087,0,-5521,-420,1100.72925
5106,5.106093,0,-5521,-420,1100.72925
5107,5.107085,0,-5521,-420,1100.72925
5108,5.108091,0,-5521,-420,1100.72925
5109,5.109092,0,-5521,-420,1100.72925
5110,5.110092,0,-5521,-420,1100.72925
5111,5.111093,0,-5521,-420,1100.72925
5112,5.112090,0,-5521,-420,1100.72925
5113,5.113091,0,-5521,-420,1100.72925
5114,5.114232,0,-5521,-420,1100.72925
5115,5.115086,0,-5521,-420,1100.72925
5116,5.116092,0,-5521,-420,1100.72925
5117,5.117093,0,-5521,-420,1100.72925
5118,5.118090,0,-5521,-420,1100.72925
5119,5.119091,0,-5521,-420,1100.72925
5120,5.120091,0,-5521,-420,1100.72925
5121,5.121092,0,-5521,-420,1100.72925
5122,5.122089,0,-5521,-420,1100.72925
5123,5.123091,0,-5521,-420,1100.72925
5124,5.124087,0,-5521,-420,1100.72925
5125,5.125107,0,-5518,-420,1100.72925
5126,5.126089,0,-5518,-420,1100.72925
5127,5.127085,0,-5518,-420,1100.72925
5128,5.128085,0,-5518,-420,1100.72925
5129,5.129115,0,-5518,-420,1100.72925
5130,5.130102,0,-5518,-420,1100.72925
5131,5.131088,0,-5518,-420,1100.72925
5132,5.132093,0,-5518,-420,1100.72925
5133,5.133093,0,-5518,-420,1100.72925
5134,5.134089,0,-5518,-420,1100.72925
5135,5.135153,0,-5518,-420,1100.72925
5136,5.136092,0,-5518,-420,1100.72925
5137,5.137087,0,-5518,-420,1100.72925
5138,5.138092,0,-5518,-420,1100.72925
5139,5.139093,0,-5518,-420,1100.72925
5140,5.140092,0,-5518,-420,1100.72925
5141,5.141093,0,-5518,-420,1100.72925
5142,5.142089,0,-5518,-420,1100.72925
5143,5.143090,0,-5518,-420,1100.72925
5144,5.144085,0,-5518,-420,1100.72925
5145,5.145086,0,-5518,-420,1100.72925
5146,5.146092,0,-5518,-420,1100.72925
5147,5.147107,0,-5518,-420,1100.72925
5148,5.148090,0,-5518,-420,1100.72925
5149,5.149086,0,-5518,-420,1100.72925
5150,5.150090,0,-5518,-420,1100.72925
5151,5.151086,0,-5517,-418,1100.72925
5152,5.152087,0,-5517,-418,1100.72925
5153,5.153091,0,-5517,-418,1100.72925
5154,5.154117,0,-5517,-418,1100.72925
5155,5.155103,0,-5517,-418,1100.72925
5156,5.156089,0,-5517,-418,1100.72925
5157,5.157085,0,-5517,-418,1100.72925
5158,5.158104,0,-5517,-418,1100.72925
5159,5.159086,0,-5517,-418,1100.72925
5160,5.160086,0,-5517,-418,1100.72925
5161,5.161087,0,-5517,-418,1100.72925
5162,5.162093,0,-5517,-418,1100.72925
5163,5.163085,0,-5517,-418,1100.72925
5164,5.164091,0,-5517,-418,1100.72925
5165,5.165092,0,-5517,-418,1100.72925
5166,5.166089,0,-5517,-418,1100.72925
5167,5.167091,0,-5517,-418,1100.72925
5168,5.168087,0,-5517,-418,1100.72925
5169,5.169184,0,-5517,-418,1100.72925
5170,5.170090,0,-5517,-418,1100.72925
5171,5.171086,0,-5517,-418,1100.72925
5172,5.172091,0,-5517,-418,1100.72925
5173,5.173093,0,-5517,-418,1100.72925
5174,5.174089,0,-5517,-418,1100.72925
5175,5.175091,0,-5517,-418,1100.72925
5176,5.176087,0,-5517,-418,1100.72925
5177,5.177089,0,-5531,-420,1100.72925
5178,5.178086,0,-5531,-420,1100.72925
5179,5.179087,0,-5531,-420,1100.72925
5180,5.180111,0,-5531,-420,1100.72925
5181,5.181131,0,-5531,-420,1100.72925
5182,5.182104,0,-5531,-420,1100.72925
5183,5.183090,0,-5531,-420,1100.72925
5184,5.184087,0,-5531,-420,1100.72925
5185,5.185088,0,-5531,-420,1100.72925
5186,5.186085,0,-5531,-420,1100.72925
5187,5.187087,0,-5531,-420,1100.72925
5188,5.188092,0,-5531,-420,1100.72925
5189,5.189085,0,-5531,-420,1100.72925
5190,5.190093,0,-5531,-420,1100.72925
5191,5.191085,0,-5531,-420,1100.72925
5192,5.192103,0,-5531,-420,1100.72925
5193,5.193085,0,-5531,-420,1100.72925
5194,5.194091,0,-5531,-420,1100.72925
