Index,Time,(GimbalYaw_Control).present_mode,(GimbalYaw_Control).last_mode,(GimbalYaw_Control).yaw_ref,(GimbalYaw_Control).yaw_position_fdb
148,0.148089,1,1,0.0104719754,0.0073163826
149,0.149087,1,1,0.0104719754,0.0073163826
150,0.150103,1,1,0.0104719754,0.0073163826
151,0.151085,1,1,0.0104719754,0.00734050199
152,0.152088,1,1,0.0104719754,0.00734050199
153,0.153087,1,1,0.0104719754,0.00734050199
154,0.154089,1,1,0.0104719754,0.00735277729
155,0.155104,1,1,0.0104719754,0.00735277729
156,0.156086,1,1,0.0104719754,0.00735277729
157,0.157089,1,1,0.0104719754,0.00735277729
158,0.158087,1,1,0.0104719754,0.00735277729
159,0.159089,1,1,0.0104719754,0.00738782901
160,0.160087,1,1,0.0104719754,0.00738782901
161,0.161090,1,1,0.0104719754,0.00738782901
162,0.162088,1,1,0.0104719754,0.00738782901
163,0.163090,1,1,0.0104719754,0.00739041949
164,0.164088,1,1,0.0104719754,0.00739041949
165,0.165103,1,1,0.0104719754,0.00739041949
166,0.166085,1,1,0.0104719754,0.00737379538
167,0.167088,1,1,0.0104719754,0.00737379538
168,0.168086,1,1,0.0104719754,0.00737379538
169,0.169089,1,1,0.0104719754,0.00737379538
170,0.170086,1,1,0.0104719754,0.00737379538
171,0.171089,1,1,0.0104719754,0.00736692036
172,0.172087,1,1,0.0104719754,0.00736692036
173,0.173090,1,1,0.0104719754,0.00736692036
174,0.174088,1,1,0.0104719754,0.00736692036
175,0.175085,1,1,0.0104719754,0.00740479911
176,0.176145,1,1,0.0104719754,0.00740479911
177,0.177085,1,1,0.0104719754,0.00740479911
178,0.178087,1,1,0.0104719754,0.00738810841
179,0.179089,1,1,0.0104719754,0.00738810841
180,0.180087,1,1,0.0104719754,0.00738810841
181,0.181090,1,1,0.0104719754,0.00738810841
182,0.182089,1,1,0.0104719754,0.00738810841
183,0.183092,1,1,0.0104719754,0.00741950748
184,0.184091,1,1,0.0104719754,0.00741950748
185,0.185090,1,1,0.0104719754,0.00741950748
186,0.186088,1,1,0.0104719754,0.00741950748
187,0.187092,1,1,0.0104719754,0.00743604777
188,0.188102,1,1,0.0104719754,0.00743604777
189,0.189085,1,1,0.0104719754,0.00743604777
190,0.190089,1,1,0.0104719754,0.00743604777
191,0.191088,1,1,0.0104719754,0.00746139605
192,0.192091,1,1,0.0104719754,0.00746139605
193,0.193090,1,1,0.0104719754,0.00746139605
194,0.194085,1,1,0.0104719754,0.00746139605
195,0.195088,1,1,0.0104719754,0.00748117827
196,0.196091,1,1,0.0104719754,0.00748117827
197,0.197090,1,1,0.0104719754,0.00748117827
198,0.198169,1,1,0.0104719754,0.00748117827
199,0.199087,1,1,0.0104719754,0.00749361189
200,0.200091,1,1,0.0104719754,0.00749361189
201,0.201090,1,1,0.0104719754,0.00749361189
202,0.202086,1,1,0.0104719754,0.00751653733
203,0.203092,1,1,0.0104719754,0.00751653733
204,0.204088,1,1,0.0104719754,0.00751653733
205,0.205225,1,1,0.0104719754,0.00751653733
206,0.206087,1,1,0.0104719754,0.00751653733
207,0.207091,1,1,0.0104719754,0.00752251688
208,0.208089,1,1,0.0104719754,0.00752251688
209,0.209147,1,1,0.0104719754,0.00752251688
210,0.210089,1,1,0.0104719754,0.00752251688
211,0.211090,1,1,0.0104719754,0.00754226651
212,0.212092,1,1,0.0104719754,0.00754226651
213,0.213089,1,1,0.0104719754,0.00754226651
214,0.214092,1,1,0.0104719754,0.00756746391
215,0.215085,1,1,0.0104719754,0.00756746391
216,0.216088,1,1,0.0104719754,0.00756746391
217,0.217086,1,1,0.0104719754,0.00756746391
218,0.218089,1,1,0.0104719754,0.00756746391
219,0.219087,1,1,0.0104719754,0.00757570937
220,0.220103,1,1,0.0104719754,0.00757570937
221,0.221085,1,1,0.0104719754,0.00757570937
222,0.222088,1,1,0.0104719754,0.00757570937
223,0.223086,1,1,0.0104719754,0.00756753329
224,0.224089,1,1,0.0104719754,0.00756753329
225,0.225090,1,1,0.0104719754,0.00756753329
226,0.226085,1,1,0.0104719754,0.00757129909
227,0.227091,1,1,0.0104719754,0.00757129909
228,0.228086,1,1,0.0104719754,0.00757129909
229,0.229092,1,1,0.0104719754,0.00757129909
230,0.230102,1,1,0.0104719754,0.00757129909
231,0.231092,1,1,0.0104719754,0.00758761819
232,0.232089,1,1,0.0104719754,0.00758761819
233,0.233090,1,1,0.0104719754,0.00758761819
234,0.234088,1,1,0.0104719754,0.00758761819
235,0.235086,1,1,0.0104719754,0.0075957058
236,0.236092,1,1,0.0104719754,0.0075957058
237,0.237086,1,1,0.0104719754,0.0075957058
238,0.238092,1,1,0.0104719754,0.00758657698
239,0.239087,1,1,0.0104719754,0.00758657698
240,0.240085,1,1,0.0104719754,0.00758657698
241,0.241162,1,1,0.0104719754,0.00758657698
242,0.242090,1,1,0.0104719754,0.00758657698
243,0.243091,1,1,0.0104719754,0.00760414219
244,0.244085,1,1,0.0104719754,0.00760414219
245,0.245087,1,1,0.0104719754,0.00760414219
246,0.246090,1,1,0.0104719754,0.00760414219
247,0.247089,1,1,0.0104719754,0.00763558829
248,0.248092,1,1,0.0104719754,0.00763558829
249,0.249091,1,1,0.0104719754,0.00763558829
250,0.250086,1,1,0.0104719754,0.00765316095
251,0.251085,1,1,0.0104719754,0.00765316095
252,0.252089,1,1,0.0104719754,0.00765316095
253,0.253143,1,1,0.0104719754,0.00765316095
254,0.254085,1,1,0.0104719754,0.00765316095
255,0.255092,1,1,0.0104719754,0.00766035169
256,0.256091,1,1,0.0104719754,0.00766035169
257,0.257277,1,1,0.0104719754,0.00766035169
258,0.258087,1,1,0.0104719754,0.00766035169
259,0.259091,1,1,0.0104719754,0.00768448599
260,0.260090,1,1,0.0104719754,0.00768448599
261,0.261085,1,1,0.0104719754,0.00768448599
262,0.262092,1,1,0.0104719754,0.00767523795
263,0.263133,1,1,0.0104719754,0.00767523795
264,0.264091,1,1,0.0104719754,0.00767523795
265,0.265088,1,1,0.0104719754,0.00767523795
266,0.266091,1,1,0.0104719754,0.00767523795
267,0.267090,1,1,0.0104719754,0.00769294146
268,0.268085,1,1,0.0104719754,0.00769294146
269,0.269092,1,1,0.0104719754,0.00769294146
270,0.270087,1,1,0.0104719754,0.00769294146
271,0.271086,1,1,0.0104719754,0.00770217367
272,0.272090,1,1,0.0104719754,0.00770217367
273,0.273088,1,1,0.0104719754,0.00770217367
274,0.274116,1,1,0.0104719754,0.00771874841
275,0.275107,1,1,0.0104719754,0.00771874841
276,0.276090,1,1,0.0104719754,0.00771874841
277,0.277092,1,1,0.0104719754,0.00771874841
278,0.278089,1,1,0.0104719754,0.00771874841
279,0.279092,1,1,0.0104719754,0.00776531547
280,0.280089,1,1,0.0104719754,0.00776531547
281,0.281092,1,1,0.0104719754,0.00776531547
282,0.282090,1,1,0.0104719754,0.00776531547
283,0.283085,1,1,0.0104719754,0.00778369838
284,0.284091,1,1,0.0104719754,0.00778369838
285,0.285088,1,1,0.0104719754,0.00778369838
286,0.286111,1,1,0.0104719754,0.00777134718
287,0.287107,1,1,0.0104719754,0.00777134718
288,0.288089,1,1,0.0104719754,0.00777134718
289,0.289092,1,1,0.0104719754,0.00777134718
290,0.290090,1,1,0.0104719754,0.00777134718
291,0.291085,1,1,0.0104719754,0.00776986079
292,0.292091,1,1,0.0104719754,0.00776986079
293,0.293085,1,1,0.0104719754,0.00776986079
294,0.294091,1,1,0.0104719754,0.00776986079
295,0.295089,1,1,0.0104719754,0.00780864758
296,0.296087,1,1,0.0104719754,0.00780864758
297,0.297105,1,1,0.0104719754,0.00780864758
298,0.298087,1,1,0.0104719754,0.00780687574
299,0.299090,1,1,0.0104719754,0.00780687574
300,0.300088,1,1,0.0104719754,0.00780687574
301,0.301090,1,1,0.0104719754,0.00780687574
302,0.302088,1,1,0.0104719754,0.00780687574
303,0.303091,1,1,0.0104719754,0.00781816337
304,0.304089,1,1,0.0104719754,0.00781816337
305,0.305086,1,1,0.0104719754,0.00781816337
306,0.306092,1,1,0.0104719754,0.00781816337
307,0.307104,1,1,0.0104719754,0.00783270225
308,0.308087,1,1,0.0104719754,0.00783270225
